Id;V0;V1;V2
1502;453;1274;1299
1503;453;817;981
1504;444;818;1396
1505;318;1203;1637
1506;261;819;1369
1507;91;819;1369
1508;225;451;820
1509;120;451;820
1510;346;968;1268
1511;346;968;1246
1512;62;727;1413
1513;62;822;1413
1514;137;543;1048
1515;137;823;1048
1516;72;1196;1464
1517;72;828;1158
1518;252;531;825
1519;107;531;825
1520;607;826;1198
1521;117;607;826
1522;284;669;1243
1523;47;669;827
1524;285;847;1158
1525;229;824;828
1526;305;800;829
1527;46;904;1192
1528;519;859;1184
1529;271;519;859
1530;22;450;1102
1531;119;504;929
1532;42;406;832
1533;384;525;1001
1534;221;833;1015
1535;468;833;1015
1536;86;589;834
1537;243;589;834
1538;240;558;835
1539;58;558;835
1540;316;562;1252
1541;239;562;836
1542;239;502;837
1543;56;502;837
1544;337;562;1171
1545;92;613;1170
1546;336;1169;1235
1547;93;839;1235
1548;97;840;1282
1549;352;1040;1282
1550;241;482;1168
1551;241;841;1168
1552;352;1343;1344
1553;242;842;1343
1554;353;1342;1345
1555;241;843;1342
1556;89;493;844
1557;242;493;844
1558;47;845;1322
1559;47;853;1322
1560;95;514;846
1561;95;1024;1025
1562;72;674;847
1563;228;674;847
1564;381;1220;1518
1565;381;1066;1220
1566;292;849;993
1567;87;849;993
1568;715;850;851
1569;103;715;850
1570;422;578;1565
1571;9;412;1279
1572;21;1185;1423
1573;21;852;1136
1574;246;589;1322
1575;246;853;1322
1576;85;773;1383
1577;85;854;1383
1578;509;855;1501
1579;224;855;1501
1580;251;856;901
1581;20;856;901
1582;56;837;857
1583;321;897;1191
1584;74;776;1141
1585;74;858;1141
1586;271;830;859
1587;164;830;859
1588;175;860;1459
1589;339;860;1459
1590;1095;1225;1391
1591;358;1225;1391
1592;338;636;862
1593;54;636;862
1594;338;644;863
1595;82;644;863
1596;283;864;1051
1597;377;1438;1439
1598;215;557;865
1599;371;532;933
1600;210;1268;1569
1601;210;623;866
1602;303;539;867
1603;137;539;867
1604;124;868;1086
1605;124;449;868
1606;37;714;1033
1607;37;475;869
1608;306;870;1557
1609;187;870;1557
1610;209;745;871
1611;416;586;1535
1612;89;872;1179
1613;342;872;1179
1614;343;584;1297
1615;343;873;1297
1616;280;760;874
1617;42;760;874
1618;82;875;1494
1619;275;875;1494
1620;83;876;1498
1621;277;876;1498
1622;192;698;877
1623;698;877;1284
1624;248;878;935
1625;248;569;935
1626;128;710;879
1627;710;879;979
1628;235;464;880
1629;464;655;880
1630;122;639;1483
1631;389;898;1085
1632;329;804;883
1633;77;804;883
1634;256;668;883
1635;329;668;883
1636;183;512;884
1637;257;512;884
1638;307;1153;1186
1639;244;885;1186
1640;141;484;886
1641;244;484;886
1642;105;573;887
1643;463;887;1278
1644;268;756;888
1645;166;756;888
1646;165;604;889
1647;268;604;889
1648;372;667;1055
1649;120;1035;1363
1650;62;822;1618
1651;62;891;1618
1652;218;784;892
1653;375;784;892
1654;414;1450;1453
1655;238;894;1450
1656;414;1083;1450
1657;118;952;1083
1658;238;446;895
1659;119;446;895
1660;421;896;1261
1661;419;1010;1255
1662;626;897;1191
1663;211;626;897
1664;77;898;1046
1665;77;882;1046
1666;96;635;899
1667;324;635;899
1668;772;1206;1576
1669;322;900;1124
1670;434;682;901
1671;20;682;901
1672;155;940;1603
1673;155;523;902
1674;478;903;1456
1675;457;858;1554
1676;305;1192;1368
1677;261;904;1368
1678;141;675;1324
1679;397;905;1393
1680;151;1327;1394
1681;349;676;1327
1682;284;1119;1304
1683;94;530;1175
1684;79;464;908
1685;235;464;908
1686;329;909;1457
1687;330;1023;1024
1688;179;575;910
1689;940;1384;1603
1690;856;911;1416
1691;171;911;1416
1692;849;912;1461
1693;87;849;912
1694;359;1249;1559
1695;295;913;1559
1696;295;914;1508
1697;99;914;1508
1698;301;915;1488
1699;54;915;1488
1700;60;916;1566
1701;793;1395;1566
1702;267;756;917
1703;268;756;917
1704;113;564;918
1705;392;1131;1330
1706;65;799;919
1707;378;799;919
1708;12;691;920
1709;691;920;1215
1710;73;500;1600
1711;146;500;921
1712;274;605;922
1713;152;605;922
1714;307;1082;1352
1715;260;924;1082
1716;109;885;1153
1717;109;924;1082
1718;417;1528;1568
1719;123;468;1629
1720;247;450;926
1721;22;450;926
1722;595;927;1489
1723;288;595;927
1724;244;484;928
1725;89;928;1179
1726;119;831;929
1727;450;831;929
1728;443;930;1609
1729;443;930;1567
1730;110;800;969
1731;110;931;969
1732;115;568;932
1733;253;932;1605
1734;371;865;933
1735;215;865;933
1736;294;822;934
1737;225;822;934
1738;878;935;1248
1739;399;935;1248
1740;413;806;1490
1741;413;936;1490
1742;199;474;937
1743;258;858;1141
1744;590;938;1473
1745;286;590;938
1746;360;904;1544
1747;360;939;1544
1748;155;940;994
1749;473;1384;1603
1750;361;1287;1629
1751;361;941;1287
1752;362;573;942
1753;22;926;1260
1754;55;943;1592
1755;357;943;1592
1756;472;840;944
1757;97;840;944
1758;793;945;1517
1759;302;793;945
1760;153;751;946
1761;301;751;946
1762;23;483;1197
1763;420;947;1397
1764;172;584;948
1765;262;584;948
1766;264;747;949
1767;169;747;949
1768;368;1236;1237
1769;250;647;951
1770;170;647;951
1771;414;1083;1253
1772;413;952;1083
1773;254;954;1265
1774;570;953;1443
1775;254;954;1503
1776;701;1110;1503
1777;741;955;1351
1778;198;741;955
1779;330;668;1232
1780;256;668;956
1781;428;957;1594
1782;71;957;1026
1783;259;958;986
1784;259;789;1545
1785;224;855;959
1786;224;544;959
1787;642;960;1166
1788;12;960;1166
1789;248;481;961
1790;23;481;961
1791;423;962;1606
1792;70;1275;1596
1793;121;813;963
1794;401;813;963
1795;142;964;1500
1796;373;964;1431
1797;50;965;1303
1798;50;543;965
1799;314;966;1371
1800;36;1172;1371
1801;316;700;967
1802;35;700;967
1803;73;821;1246
1804;73;968;1246
1805;253;969;1605
1806;305;969;1605
1807;57;970;1190
1808;310;970;1190
1809;163;708;971
1810;708;971;989
1811;270;1388;1458
1812;707;1388;1458
1813;973;1504;1582
1814;80;973;1504
1815;95;909;974
1816;329;909;974
1817;355;809;1431
1818;355;975;1431
1819;280;976;1634
1820;976;1312;1634
1821;82;534;977
1822;280;534;977
1823;154;547;978
1824;154;542;978
1825;452;1430;1580
1826;265;979;1540
1827;453;980;981
1828;453;980;1274
1829;255;981;1085
1830;122;981;1085
1831;424;803;1515
1832;246;1499;1514
1833;83;560;983
1834;279;560;983
1835;279;984;1624
1836;984;1283;1624
1837;363;985;1613
1838;272;985;1075
1839;477;958;986
1840;16;477;986
1841;331;987;1280
1842;497;1422;1536
1843;142;1218;1500
1844;374;1218;1500
1845;38;542;989
1846;269;973;1582
1847;165;990;1621
1848;165;604;1621
1849;117;559;991
1850;419;896;1255
1851;395;591;992
1852;67;591;992
1853;87;930;1372
1854;87;993;1372
1855;727;940;994
1856;294;727;994
1857;80;973;996
1858;80;995;996
1859;830;869;996
1860;271;830;996
1861;367;877;1056
1862;367;997;1056
1863;407;748;998
1864;121;748;998
1865;753;1549;1611
1866;459;999;1464
1867;308;845;1000
1868;47;845;1000
1869;384;832;1001
1870;42;832;1001
1871;94;530;1002
1872;530;1002;1162
1873;518;530;1162
1874;17;583;1354
1875;282;533;1004
1876;91;533;1004
1877;706;1003;1005
1878;205;706;1005
1879;683;1006;1589
1880;202;683;1006
1881;13;683;1007
1882;282;1006;1589
1883;432;810;1008
1884;144;810;1008
1885;574;659;1548
1886;574;1009;1310
1887;419;991;1010
1888;117;991;1010
1889;115;1095;1357
1890;261;1011;1369
1891;262;584;1012
1892;90;873;1297
1893;147;470;1013
1894;306;470;1013
1895;50;1014;1520
1896;304;1014;1520
1897;629;1015;1533
1898;123;468;1015
1899;486;908;1016
1900;235;908;1016
1901;34;466;1017
1902;466;1017;1018
1903;747;1018;1584
1904;264;747;1018
1905;92;788;1601
1906;92;1019;1601
1907;158;705;1619
1908;158;1020;1619
1909;78;606;1021
1910;265;606;1021
1911;153;1022;1429
1912;348;1022;1429
1913;330;696;1023
1914;193;696;1023
1915;328;846;1025
1916;95;846;1025
1917;188;1133;1506
1918;328;1025;1506
1919;428;957;1026
1920;226;1026;1436
1921;102;1027;1028
1922;319;1027;1028
1923;318;1028;1029
1924;319;1028;1029
1925;188;1029;1139
1926;319;1029;1139
1927;200;620;1138
1928;200;1030;1138
1929;204;538;1031
1930;354;538;1031
1931;148;1032;1554
1932;556;1032;1262
1933;37;869;1033
1934;869;1033;1348
1935;304;1034;1387
1936;467;1211;1387
1937;24;460;1401
1938;460;1035;1401
1939;292;662;1036
1940;159;662;1036
1941;27;523;1037
1942;237;523;1037
1943;317;1038;1039
1944;317;1038;1106
1945;317;1039;1129
1946;317;1093;1129
1947;315;1040;1041
1948;315;1040;1107
1949;189;1041;1130
1950;315;1041;1130
1951;266;586;1347
1952;266;1042;1347
1953;110;599;1043
1954;302;599;1043
1955;107;598;1044
1956;301;598;1044
1957;369;1045;1496
1958;130;1045;1496
1959;255;898;1046
1960;255;808;1046
1961;447;895;1047
1962;119;895;1047
1963;226;537;1048
1964;226;543;1048
1965;52;704;1049
1966;289;704;1049
1967;289;704;1050
1968;177;704;1050
1969;187;641;1051
1970;283;641;1051
1971;377;1437;1439
1972;283;1052;1438
1973;129;609;1053
1974;283;609;1053
1975;557;1214;1275
1976;345;1054;1214
1977;372;890;1055
1978;263;890;1055
1979;326;635;1056
1980;96;635;1056
1981;334;844;1057
1982;242;844;1057
1983;267;816;1058
1984;180;816;1058
1985;608;1058;1059
1986;31;608;1059
1987;218;892;1060
1988;577;892;1060
1989;10;1061;1263
1990;10;712;1061
1991;125;896;1509
1992;125;1062;1509
1993;436;1034;1555
1994;127;1034;1555
1995;133;539;1064
1996;303;539;1064
1997;565;1417;1433
1998;75;1417;1433
1999;463;758;1066
2000;463;1066;1278
2001;24;1067;1401
2002;372;1067;1401
2003;324;670;1068
2004;48;670;1068
2005;219;648;1069
2006;63;1376;1615
2007;286;1070;1313
2008;286;590;1070
2009;540;1359;1502
2010;277;540;1071
2011;145;541;1072
2012;275;541;1072
2013;603;604;1073
2014;32;603;1073
2015;546;1074;1075
2016;154;546;1074
2017;80;1075;1367
2018;80;995;1367
2019;602;725;1076
2020;275;602;1076
2021;601;724;1077
2022;277;601;1077
2023;405;1078;1150
2024;57;554;1078
2025;397;761;1079
2026;53;761;1079
2027;113;1080;1574
2028;354;1080;1574
2029;29;619;1081
2030;288;619;1081
2031;260;923;1082
2032;923;1082;1352
2033;118;894;1083
2034;894;1083;1450
2035;223;535;1084
2036;535;1084;1406
2037;389;881;1085
2038;122;881;1085
2039;438;1086;1087
2040;124;1086;1087
2041;439;1087;1309
2042;124;1087;1309
2043;348;1088;1392
2044;153;485;1429
2045;312;1090;1103
2046;312;1089;1090
2047;201;703;1090
2048;311;703;1090
2049;315;1092;1107
2050;315;1091;1092
2051;132;701;1092
2052;314;701;1092
2053;317;1094;1106
2054;317;1093;1094
2055;189;700;1094
2056;316;700;1094
2057;357;1096;1391
2058;357;1095;1391
2059;106;731;1096
2060;357;731;1096
2061;59;730;1097
2062;59;522;1097
2063;101;836;1098
2064;335;836;1098
2065;228;671;1099
2066;565;671;1099
2067;294;934;1120
2068;294;1100;1120
2069;204;755;1101
2070;204;387;1101
2071;450;831;1102
2072;234;831;1102
2073;311;1103;1602
2074;98;1103;1602
2075;98;592;1104
2076;313;592;1104
2077;312;1105;1128
2078;312;1089;1128
2079;316;1106;1252
2080;101;1106;1252
2081;563;944;1409
2082;97;944;1409
2083;638;1142;1617
2084;1143;1604;1617
2085;384;525;1305
2086;525;1109;1305
2087;254;1110;1503
2088;661;1547;1569
2089;465;509;1501
2090;71;465;1111
2091;771;1112;1199
2092;233;771;1112
2093;362;924;1113
2094;109;924;1113
2095;323;735;1114
2096;93;735;1114
2097;323;642;1115
2098;213;642;1115
2099;69;656;1116
2100;323;656;1116
2101;265;606;1117
2102;171;606;1117
2103;162;595;1118
2104;290;658;1489
2105;94;907;1119
2106;907;1119;1304
2107;346;661;1120
2108;84;661;1120
2109;178;590;1121
2110;291;653;1473
2111;286;594;1122
2112;182;1122;1610
2113;140;505;1123
2114;288;1123;1333
2115;939;1124;1544
2116;383;939;1124
2117;7;366;1125
2118;7;365;1125
2119;271;519;1126
2120;519;971;1126
2121;161;643;1188
2122;191;1105;1128
2123;191;614;1128
2124;178;1039;1129
2125;178;616;1129
2126;1091;1130;1390
2127;315;1091;1130
2128;391;767;1131
2129;214;767;1131
2130;385;828;1132
2131;229;828;1132
2132;0;621;1259
2133;188;621;1133
2134;109;885;1134
2135;361;885;1134
2136;633;1146;1570
2137;437;1146;1570
2138;253;931;1136
2139;374;931;1136
2140;230;776;1137
2141;230;510;1137
2142;188;621;1139
2143;620;1138;1389
2144;1138;1139;1389
2145;319;1138;1139
2146;227;522;1140
2147;427;471;1512
2148;258;937;1141
2149;474;937;1141
2150;618;1142;1633
2151;618;1091;1633
2152;158;1020;1143
2153;158;638;1143
2154;177;1050;1144
2155;177;632;1144
2156;334;1057;1145
2157;472;1057;1145
2158;247;925;1146
2159;437;925;1146
2160;241;482;1147
2161;90;1147;1434
2162;297;609;1148
2163;129;609;1148
2164;297;791;1149
2165;791;1149;1460
2166;297;576;1150
2167;57;576;1150
2168;216;449;1151
2169;56;449;1151
2170;237;570;1152
2171;300;954;1265
2172;109;1082;1153
2173;307;1082;1153
2174;262;733;1154
2175;67;733;1154
2176;221;735;1155
2177;221;558;1155
2178;130;1221;1446
2179;461;1290;1497
2180;292;489;1157
2181;68;489;1157
2182;285;824;1158
2183;824;828;1158
2184;24;1067;1159
2185;309;1067;1159
2186;309;667;1160
2187;667;1055;1465
2188;768;1161;1382
2189;309;768;1161
2190;518;1003;1162
2191;281;1003;1162
2192;182;1163;1610
2193;411;1163;1610
2194;488;576;1556
2195;102;488;1164
2196;220;654;1165
2197;310;654;1165
2198;344;691;1166
2199;12;691;1166
2200;89;844;1167
2201;334;844;1167
2202;841;1098;1168
2203;335;1098;1168
2204;240;563;1169
2205;336;563;1169
2206;92;838;1170
2207;337;1170;1171
2208;838;1170;1171
2209;239;838;1171
2210;336;966;1172
2211;966;1172;1371
2212;448;1011;1369
2213;298;1173;1479
2214;298;1173;1362
2215;298;1174;1362
2216;559;1119;1175
2217;299;559;1175
2218;49;529;1219
2219;149;529;1176
2220;527;1174;1177
2221;298;1174;1177
2222;370;782;1178
2223;217;782;1178
2224;675;1318;1441
2225;342;1318;1441
2226;2;455;1180
2227;2;552;1180
2228;744;1181;1437
2229;296;744;1181
2230;728;891;1182
2231;62;891;1182
2232;296;744;1183
2233;88;744;1183
2234;8;720;1184
2235;8;393;1184
2236;571;1185;1423
2237;232;571;1185
2238;886;1186;1193
2239;244;886;1186
2240;631;1187;1188
2241;293;1187;1188
2242;161;1127;1188
2243;293;1127;1188
2244;7;550;1189
2245;7;366;1189
2246;576;1190;1556
2247;310;1190;1556
2248;321;857;1191
2249;56;857;1191
2250;46;829;1192
2251;305;829;1192
2252;307;1186;1193
2253;307;761;1193
2254;79;464;1194
2255;79;763;1194
2256;348;742;1195
2257;145;742;1195
2258;259;674;1196
2259;72;674;1196
2260;23;947;1197
2261;332;947;1197
2262;252;825;1198
2263;332;825;1198
2264;359;687;1199
2265;41;687;1199
2266;135;726;1522
2267;460;1035;1469
2268;40;702;1201
2269;313;702;1201
2270;311;703;1202
2271;39;703;1202
2272;444;1203;1637
2273;444;1203;1328
2274;611;692;1204
2275;333;611;1204
2276;320;699;1205
2277;26;699;1205
2278;233;773;1206
2279;322;773;1206
2280;392;1131;1207
2281;214;1131;1207
2282;566;1208;1454
2283;478;1208;1456
2284;222;514;1209
2285;514;846;1224
2286;50;783;1520
2287;217;783;1210
2288;782;1210;1211
2289;78;782;1211
2290;143;734;1212
2291;396;734;1212
2292;397;1079;1410
2293;397;1213;1410
2294;131;740;1214
2295;557;740;1214
2296;181;623;1215
2297;249;623;1215
2298;228;671;1355
2299;228;1216;1355
2300;377;575;1217
2301;16;575;1217
2302;431;809;1218
2303;142;809;1218
2304;529;1176;1219
2305;299;1176;1219
2306;74;757;1518
2307;757;1220;1518
2308;308;1045;1221
2309;130;1045;1221
2310;194;398;1222
2311;398;1435;1445
2312;354;538;1223
2313;32;538;1223
2314;515;1224;1627
2315;156;515;1224
2316;115;932;1470
2317;115;1225;1470
2318;438;503;1226
2319;66;503;1226
2320;192;877;1227
2321;367;877;1227
2322;32;603;1228
2323;325;603;1228
2324;325;997;1229
2325;96;997;1229
2326;308;1221;1230
2327;592;1221;1230
2328;25;515;1231
2329;328;846;1627
2330;668;956;1232
2331;61;956;1232
2332;470;1069;1233
2333;63;1069;1233
2334;160;533;1234
2335;360;939;1245
2336;336;612;1235
2337;93;1235;1300
2338;169;593;1525
2339;104;593;1236
2340;6;684;1237
2341;6;717;1237
2342;287;1020;1619
2343;287;671;1238
2344;81;574;1239
2345;266;574;1239
2346;331;745;1240
2347;49;745;1240
2348;421;1240;1241
2349;134;1241;1487
2350;272;566;1242
2351;51;566;1242
2352;669;827;1243
2353;252;827;1243
2354;160;610;1244
2355;160;533;1244
2356;360;1234;1245
2357;160;1234;1245
2358;225;934;1246
2359;225;821;1246
2360;600;1537;1538
2361;183;494;1247
2362;144;878;1248
2363;399;1248;1338
2364;100;687;1249
2365;359;687;1249
2366;405;1250;1622
2367;116;1250;1622
2368;399;992;1251
2369;67;992;1251
2370;562;836;1252
2371;101;836;1252
2372;413;936;1612
2373;413;1253;1612
2374;152;655;1254
2375;388;755;1306
2376;439;1256;1379
2377;125;1255;1256
2378;420;1256;1397
2379;439;1256;1397
2380;286;1122;1257
2381;663;1122;1257
2382;3;456;1258
2383;3;553;1258
2384;621;1133;1259
2385;364;1133;1259
2386;22;942;1260
2387;362;942;1260
2388;49;666;1261
2389;419;666;1261
2390;379;1208;1456
2391;327;1264;1455
2392;556;1061;1263
2393;327;556;1263
2394;185;716;1264
2395;327;716;1264
2396;300;1152;1265
2397;570;1152;1265
2398;2;551;1266
2399;2;455;1266
2400;243;567;1267
2401;333;567;1267
2402;661;1268;1569
2403;346;661;1268
2404;378;752;1269
2405;112;752;1269
2406;85;801;1270
2407;340;801;1270
2408;611;1277;1474
2409;341;1277;1474
2410;376;951;1272
2411;376;665;1272
2412;429;1273;1507
2413;126;1273;1507
2414;373;799;1274
2415;65;799;1274
2416;345;1276;1598
2417;345;1275;1598
2418;236;1054;1276
2419;345;1054;1276
2420;196;693;1277
2421;341;693;1277
2422;105;1278;1550
2423;381;1278;1550
2424;9;851;1279
2425;422;851;1279
2426;209;745;1280
2427;331;745;1280
2428;358;852;1281
2429;21;852;1281
2430;242;840;1282
2431;352;700;1344
2432;112;752;1283
2433;435;752;1283
2434;64;634;1284
2435;326;634;1284
2436;324;635;1285
2437;173;635;1285
2438;326;634;1286
2439;173;634;1286
2440;58;833;1287
2441;468;833;1287
2442;338;863;1288
2443;863;1288;1635
2444;644;1072;1289
2445;338;644;1289
2446;281;1005;1290
2447;461;1005;1290
2448;339;734;1291
2449;143;734;1291
2450;339;646;1292
2451;83;646;1292
2452;395;754;1293
2453;111;754;1293
2454;395;664;1294
2455;664;1294;1340
2456;136;814;1295
2457;371;814;1295
2458;559;1119;1296
2459;284;1119;1296
2460;90;1012;1297
2461;584;1012;1297
2462;126;487;1424
2463;126;1298;1424
2464;453;817;1299
2465;232;817;1299
2466;612;1235;1300
2467;344;1300;1317
2468;70;786;1546
2469;786;1301;1546
2470;375;689;1302
2471;114;689;1302
2472;50;783;1616
2473;50;1303;1616
2474;369;669;1304
2475;284;669;1304
2476;108;507;1305
2477;384;507;1305
2478;1254;1306;1562
2479;152;1254;1306
2480;388;1306;1562
2481;388;1307;1562
2482;190;1308;1380
2483;416;1308;1380
2484;124;781;1451
2485;124;1309;1451
2486;270;972;1310
2487;293;972;1310
2488;410;1311;1529
2489;411;1311;1529
2490;111;754;1312
2491;440;754;1312
2492;410;1311;1313
2493;594;1311;1313
2494;197;695;1314
2495;695;1314;1386
2496;341;693;1315
2497;19;693;1315
2498;342;398;1316
2499;194;398;1316
2500;612;1300;1317
2501;181;612;1317
2502;398;1318;1435
2503;342;398;1318
2504;13;526;1319
2505;526;1319;1320
2506;873;1320;1411
2507;343;873;1320
2508;351;663;1321
2509;182;663;1321
2510;243;845;1322
2511;243;589;1322
2512;690;1323;1385
2513;206;690;1323
2514;905;1324;1393
2515;350;905;1324
2516;689;1325;1326
2517;11;1325;1452
2518;350;549;1326
2519;114;549;1326
2520;349;906;1327
2521;906;1327;1394
2522;415;641;1328
2523;25;415;1328
2524;175;637;1459
2525;60;637;1329
2526;392;918;1330
2527;113;918;1330
2528;57;970;1331
2529;347;970;1331
2530;176;639;1332
2531;454;639;1332
2532;505;1123;1333
2533;76;505;1333
2534;461;1005;1334
2535;205;1005;1334
2536;441;1335;1577
2537;337;1335;1577
2538;175;657;1336
2539;355;657;1336
2540;60;637;1337
2541;355;637;1337
2542;144;810;1338
2543;356;810;1338
2544;54;636;1339
2545;356;636;1339
2546;356;636;1340
2547;174;636;1340
2548;193;1023;1341
2549;193;686;1341
2550;353;841;1342
2551;241;841;1342
2552;352;1282;1343
2553;242;1282;1343
2554;842;1343;1344
2555;35;842;1344
2556;843;1342;1345
2557;28;843;1345
2558;378;657;1346
2559;175;657;1346
2560;688;1347;1532
2561;586;1347;1532
2562;273;737;1348
2563;737;1348;1350
2564;103;714;1349
2565;380;714;1349
2566;131;780;1350
2567;380;780;1350
2568;257;882;1351
2569;257;741;1351
2570;53;761;1352
2571;307;761;1352
2572;322;900;1353
2573;854;1353;1383
2574;17;1003;1354
2575;518;1003;1354
2576;561;1216;1355
2577;27;1355;1485
2578;40;1201;1356
2579;479;1201;1356
2580;298;1479;1632
2581;448;1369;1479
2582;165;990;1358
2583;165;366;1358
2584;545;1323;1359
2585;206;1323;1359
2586;114;548;1360
2587;114;549;1360
2588;34;466;1361
2589;34;587;1361
2590;139;1174;1362
2591;139;517;1362
2592;120;890;1363
2593;372;890;1363
2594;404;1364;1477
2595;404;1475;1477
2596;341;1315;1365
2597;485;1315;1365
2598;215;740;1613
2599;131;740;1366
2600;985;1075;1367
2601;363;985;1367
2602;568;932;1605
2603;261;568;1368
2604;91;1173;1479
2605;91;1369;1479
2606;554;1331;1370
2607;347;1331;1370
2608;314;701;1371
2609;36;701;1371
2610;347;654;1372
2611;654;930;1372
2612;487;1178;1373
2613;68;487;1373
2614;171;606;1374
2615;370;1374;1403
2616;25;515;1375
2617;25;415;1375
2618;648;1332;1615
2619;454;1332;1615
2620;114;548;1377
2621;376;548;1377
2622;376;548;1378
2623;29;548;1378
2624;438;1062;1379
2625;125;1062;1379
2626;416;1380;1534
2627;416;871;1534
2628;68;487;1381
2629;382;1298;1424
2630;159;662;1382
2631;382;662;1382
2632;322;1353;1383
2633;322;773;1383
2634;473;910;1384
2635;179;910;1384
2636;349;1323;1385
2637;349;676;1385
2638;14;676;1386
2639;340;676;1386
2640;127;1018;1584
2641;127;1034;1387
2642;665;1378;1388
2643;29;1378;1388
2644;0;621;1389
2645;0;620;1389
2646;1;1390;1543
2647;1;618;1390
2648;358;861;1391
2649;861;1096;1391
2650;207;1088;1392
2651;207;742;1392
2652;761;1193;1393
2653;397;761;1393
2654;396;793;1394
2655;151;793;1394
2656;734;1329;1395
2657;60;1329;1395
2658;488;818;1396
2659;129;488;1396
2660;23;481;1397
2661;439;481;1397
2662;216;788;1398
2663;442;788;1398
2664;134;1399;1487
2665;400;1399;1487
2666;400;1226;1400
2667;66;1226;1400
2668;1035;1363;1401
2669;372;1363;1401
2670;746;1402;1447
2671;113;1402;1447
2672;606;1374;1403
2673;78;606;1403
2674;384;507;1404
2675;160;507;1404
2676;36;1110;1405
2677;652;1110;1405
2678;386;506;1406
2679;136;506;1406
2680;386;942;1407
2681;22;942;1407
2682;535;1406;1408
2683;105;535;1408
2684;314;966;1409
2685;563;966;1409
2686;433;505;1410
2687;140;505;1410
2688;186;410;1411
2689;410;491;1411
2690;441;1412;1620
2691;441;493;1412
2692;294;822;1413
2693;294;727;1413
2694;458;1159;1414
2695;429;1414;1507
2696;490;1016;1415
2697;235;1016;1415
2698;585;856;1416
2699;171;585;1416
2700;75;1065;1433
2701;287;565;1417
2702;573;887;1418
2703;260;887;1418
2704;222;645;1419
2705;389;645;1419
2706;408;588;1420
2707;146;1307;1561
2708;156;579;1421
2709;306;1421;1557
2710;250;647;1422
2711;81;497;1462
2712;21;1136;1423
2713;374;1136;1423
2714;382;1381;1424
2715;487;1381;1424
2716;170;647;1425
2717;496;647;1425
2718;496;1400;1426
2719;66;1400;1426
2720;170;892;1427
2721;375;892;1427
2722;444;1396;1428
2723;129;1396;1428
2724;485;1088;1429
2725;348;1088;1429
2726;452;979;1430
2727;33;979;1430
2728;142;964;1431
2729;142;809;1431
2730;639;817;1432
2731;572;639;1432
2732;285;1065;1433
2733;285;565;1433
2734;482;857;1434
2735;321;857;1434
2736;492;1222;1445
2737;398;1222;1445
2738;428;813;1436
2739;121;813;1436
2740;179;575;1437
2741;377;575;1437
2742;377;864;1438
2743;283;864;1438
2744;1052;1438;1439
2745;88;1052;1439
2746;581;941;1440
2747;361;941;1440
2748;141;484;1441
2749;141;675;1441
2750;289;775;1442
2751;230;775;1442
2752;524;1100;1443
2753;84;1100;1443
2754;266;586;1444
2755;586;1444;1535
2756;11;784;1445
2757;492;784;1445
2758;130;1156;1446
2759;479;1156;1446
2760;391;1330;1447
2761;113;1330;1447
2762;633;1207;1448
2763;69;1135;1570
2764;569;733;1449
2765;211;733;1449
2766;238;893;1450
2767;893;1450;1453
2768;481;597;1451
2769;597;781;1451
2770;375;784;1452
2771;11;784;1452
2772;48;670;1453
2773;414;670;1453
2774;154;547;1454
2775;547;1454;1455
2776;327;1262;1455
2777;379;1455;1456
2778;1262;1455;1456
2779;148;1262;1456
2780;222;514;1457
2781;222;804;1457
2782;162;707;1458
2783;162;972;1458
2784;637;1329;1459
2785;339;1329;1459
2786;402;1183;1460
2787;88;1183;1460
2788;251;911;1461
2789;489;911;1461
2790;497;1422;1462
2791;250;1422;1462
2792;385;1132;1463
2793;106;1132;1463
2794;72;828;1464
2795;385;828;1464
2796;815;1055;1465
2797;116;815;1465
2798;383;507;1466
2799;108;507;1466
2800;150;910;1467
2801;473;910;1467
2802;51;779;1468
2803;532;779;1468
2804;460;1200;1469
2805;135;1200;1469
2806;852;932;1470
2807;358;852;1470
2808;50;1014;1471
2809;436;1014;1471
2810;631;1188;1599
2811;4;1472;1599
2812;291;1121;1473
2813;590;1121;1473
2814;86;1271;1474
2815;86;611;1474
2816;111;513;1475
2817;404;513;1475
2818;404;513;1476
2819;202;513;1476
2820;625;1364;1477
2821;172;625;1477
2822;544;1478;1581
2823;539;1478;1581
2824;448;1357;1632
2825;448;1479;1632
2826;394;694;1480
2827;197;694;1480
2828;233;771;1481
2829;394;771;1481
2830;394;801;1482
2831;85;801;1482
2832;122;881;1483
2833;454;881;1483
2834;220;736;1484
2835;220;766;1484
2836;523;902;1485
2837;27;523;1485
2838;237;523;1486
2839;155;523;1486
2840;421;896;1487
2841;400;1062;1509
2842;751;1488;1588
2843;54;1488;1588
2844;290;1118;1489
2845;595;1118;1489
2846;184;476;1490
2847;184;806;1490
2848;443;1492;1567
2849;443;1491;1492
2850;195;682;1492
2851;434;682;1492
2852;203;681;1493
2853;644;1072;1494
2854;275;1072;1494
2855;126;673;1495
2856;407;1495;1616
2857;480;1496;1497
2858;130;1496;1497
2859;461;1156;1497
2860;130;1156;1497
2861;646;1071;1498
2862;277;1071;1498
2863;531;853;1499
2864;246;853;1499
2865;571;1423;1500
2866;374;1423;1500
2867;465;1111;1501
2868;224;1111;1501
2869;540;1071;1502
2870;143;1071;1502
