Id;V0;V1;V2
2871;132;701;1503
2872;132;954;1503
2873;546;1075;1504
2874;80;1075;1504
2875;389;898;1505
2876;77;898;1505
2877;697;1231;1506
2878;328;1231;1506
2879;458;1298;1507
2880;126;1298;1507
2881;418;525;1508
2882;99;418;1508
2883;400;1487;1509
2884;896;1487;1509
2885;185;1264;1510
2886;547;1264;1510
2887;471;1035;1511
2888;427;471;1511
2889;471;1140;1512
2890;227;1140;1512
2891;787;1512;1513
2892;73;787;1513
2893;246;982;1514
2894;424;982;1514
2895;424;982;1515
2896;86;982;1515
2897;245;854;1516
2898;425;854;1516
2899;425;802;1517
2900;151;802;1517
2901;381;848;1518
2902;74;848;1518
2903;199;474;1519
2904;199;719;1519
2905;783;1210;1520
2906;304;1210;1520
2907;212;726;1521
2908;726;1521;1522
2909;135;1200;1522
2910;401;1200;1522
2911;542;978;1523
2912;38;542;1523
2913;717;1237;1593
2914;717;1524;1593
2915;593;1236;1525
2916;368;1236;1525
2917;424;803;1526
2918;153;803;1526
2919;469;1527;1528
2920;417;1527;1528
2921;123;925;1528
2922;925;1528;1568
2923;186;794;1529
2924;411;794;1529
2925;411;794;1530
2926;139;794;1530
2927;231;805;1531
2928;433;805;1531
2929;416;1308;1532
2930;416;586;1532
2931;437;925;1533
2932;123;925;1533
2933;764;1380;1534
2934;149;764;1534
2935;416;871;1535
2936;209;871;1535
2937;497;987;1536
2938;331;987;1536
2939;112;521;1537
2940;445;521;1537
2941;445;769;1538
2942;183;769;1538
2943;203;1493;1539
2944;445;1493;1539
2945;452;979;1540
2946;739;1540;1579
2947;607;947;1541
2948;420;947;1541
2949;614;1128;1542
2950;5;614;1542
2951;616;1129;1604
2952;1;1543;1604
2953;46;1124;1544
2954;46;904;1544
2955;259;986;1545
2956;678;986;1545
2957;446;962;1546
2958;70;962;1546
2959;652;1110;1547
2960;254;1110;1547
2961;574;1310;1548
2962;293;1310;1548
2963;147;762;1549
2964;459;762;1549
2965;498;848;1550
2966;381;848;1550
2967;136;1295;1551
2968;532;1295;1551
2969;223;903;1552
2970;457;903;1552
2971;74;848;1553
2972;457;848;1553
2973;457;903;1554
2974;148;903;1554
2975;303;867;1555
2976;436;867;1555
2977;488;1164;1556
2978;310;1164;1556
2979;415;579;1557
2980;187;415;1557
2981;402;1183;1558
2982;402;728;1558
2983;359;743;1559
2984;295;743;1559
2985;343;584;1560
2986;172;584;1560
2987;146;1420;1561
2988;408;1420;1561
2989;1307;1561;1562
2990;408;1561;1562
2991;408;588;1563
2992;59;588;1563
2993;422;578;1564
2994;578;1564;1597
2995;422;851;1565
2996;236;851;1565
2997;302;916;1566
2998;302;793;1566
2999;434;912;1567
3000;87;912;1567
3001;247;926;1568
3002;417;926;1568
3003;210;866;1569
3004;652;866;1569
3005;69;1448;1570
3006;633;1448;1570
3007;758;1531;1571
3008;433;1531;1571
3009;107;1044;1572
3010;432;1044;1572
3011;549;1213;1573
3012;140;1213;1573
3013;564;1031;1574
3014;354;1031;1574
3015;78;739;1575
3016;739;1575;1583
3017;383;1466;1576
3018;772;1466;1576
3019;613;1170;1577
3020;337;1170;1577
3021;425;802;1578
3022;425;854;1578
3023;593;723;1580
3024;169;593;1580
3025;169;1579;1580
3026;452;1579;1580
3027;137;823;1581
3028;137;539;1581
3029;269;989;1582
3030;542;989;1582
3031;169;747;1583
3032;467;747;1583
3033;127;1387;1584
3034;467;1387;1584
3035;521;1539;1585
3036;403;521;1585
3037;214;1047;1586
3038;214;767;1586
3039;426;1195;1587
3040;145;1195;1587
3041;426;862;1588
3042;54;862;1588
3043;282;1007;1589
3044;683;1007;1589
3045;711;1017;1590
3046;264;1017;1590
3047;53;923;1591
3048;463;923;1591
3049;520;1095;1592
3050;357;1095;1592
3051;368;950;1593
3052;368;1237;1593
3053;212;1521;1594
3054;813;1521;1594
3055;223;779;1595
3056;478;779;1595
3057;70;962;1596
3058;423;962;1596
3059;423;894;1597
3060;118;894;1597
3061;1275;1596;1598
3062;423;1596;1598
3063;632;1144;1599
3064;4;632;1599
3065;500;921;1600
3066;249;921;1600
3067;442;1019;1601
3068;442;788;1601
3069;567;811;1602
3070;98;811;1602
3071;155;902;1603
3072;473;902;1603
3073;638;1143;1617
3074;1;1604;1617
3075;568;1368;1605
3076;305;1368;1605
3077;238;962;1606
3078;238;894;1606
3079;240;835;1607
3080;472;835;1607
3081;15;512;1608
3082;15;511;1608
3083;220;736;1609
3084;443;736;1609
3085;594;1311;1610
3086;411;1311;1610
3087;459;999;1611
3088;219;999;1611
3089;173;634;1612
3090;634;936;1612
3091;740;1366;1613
3092;363;1366;1613
3093;733;897;1614
3094;262;733;1614
3095;63;1069;1615
3096;648;1069;1615
3097;673;1495;1616
3098;673;783;1616
3099;618;1142;1617
3100;1;618;1617
3101;451;891;1618
3102;451;822;1618
3103;287;1238;1619
3104;705;1238;1619
3105;613;1577;1620
3106;441;1577;1620
3107;325;990;1621
3108;325;603;1621
3109;555;1160;1622
3110;116;1160;1622
3111;517;1004;1623
3112;517;528;1623
3113;435;983;1624
3114;279;983;1624
3115;175;860;1625
3116;435;860;1625
3117;83;983;1626
3118;435;983;1626
3119;328;1231;1627
3120;515;1231;1627
3121;48;1068;1628
3122;48;767;1628
3123;123;1528;1629
3124;469;1528;1629
3125;158;812;1630
3126;158;705;1630
3127;213;672;1631
3128;564;672;1631
3129;520;1177;1632
3130;298;1177;1632
3131;954;1142;1633
3132;132;954;1633
3133;440;977;1634
3134;280;977;1634
3135;440;754;1635
3136;174;754;1635
3137;726;1097;1636
3138;212;726;1636
3139;318;818;1637
3140;444;818;1637
