Id;X;Y
0,0.000000000000000e+00,1.000000000000000e+00
1,0.000000000000000e+00,0.000000000000000e+00
2,1.000000000000000e+00,0.000000000000000e+00
3,1.000000000000000e+00,1.000000000000000e+00
4,0.000000000000000e+00,-1.000000000000000e+00
5,1.000000000000000e+00,-1.000000000000000e+00
6,-1.000000000000000e+00,1.000000000000000e+00
7,-1.000000000000000e+00,0.000000000000000e+00
8,-1.000000000000000e+00,-1.000000000000000e+00
9,-1.000000000000000e+00,-5.000000000000000e-01
10,-5.000000000000000e-01,-1.000000000000000e+00
11,0.000000000000000e+00,-5.000000000000000e-01
12,-5.000000000000000e-01,0.000000000000000e+00
13,5.000000000000000e-01,0.000000000000000e+00
14,1.000000000000000e+00,5.000000000000000e-01
15,5.000000000000000e-01,1.000000000000000e+00
16,0.000000000000000e+00,5.000000000000000e-01
17,5.000000000000000e-01,-1.000000000000000e+00
18,-1.000000000000000e+00,5.000000000000000e-01
19,1.000000000000000e+00,-5.000000000000000e-01
20,-5.000000000000000e-01,1.000000000000000e+00
21,5.000000000000000e-01,5.000000000000000e-01
22,-5.000000000000000e-01,-5.000000000000000e-01
23,5.000000000000000e-01,-5.000000000000000e-01
24,-5.000000000000000e-01,5.000000000000000e-01
25,0.000000000000000e+00,7.500000000000000e-01
26,-2.500000000000000e-01,1.000000000000000e+00
27,0.000000000000000e+00,2.500000000000000e-01
28,2.500000000000000e-01,0.000000000000000e+00
29,0.000000000000000e+00,-7.500000000000000e-01
30,2.500000000000000e-01,-1.000000000000000e+00
31,-1.000000000000000e+00,2.500000000000000e-01
32,-7.500000000000000e-01,0.000000000000000e+00
33,-7.500000000000000e-01,1.000000000000000e+00
34,-1.000000000000000e+00,7.500000000000000e-01
35,0.000000000000000e+00,-2.500000000000000e-01
36,-2.500000000000000e-01,0.000000000000000e+00
37,-1.000000000000000e+00,-7.500000000000000e-01
38,-7.500000000000000e-01,-1.000000000000000e+00
39,1.000000000000000e+00,-7.500000000000000e-01
40,7.500000000000000e-01,-1.000000000000000e+00
41,1.000000000000000e+00,2.500000000000000e-01
42,7.500000000000000e-01,0.000000000000000e+00
43,1.000000000000000e+00,7.500000000000000e-01
44,7.500000000000000e-01,1.000000000000000e+00
45,1.000000000000000e+00,-2.500000000000000e-01
46,7.083333333333333e-01,2.916666666666667e-01
47,7.083333333333333e-01,-7.083333333333334e-01
48,-7.500000000000000e-01,-3.125000000000000e-01
49,3.750000000000000e-01,-7.500000000000000e-01
50,-7.500000000000000e-01,6.250000000000000e-01
51,-6.250000000000000e-01,-7.500000000000000e-01
52,-2.500000000000000e-01,-1.000000000000000e+00
53,-2.500000000000000e-01,-6.250000000000000e-01
54,7.500000000000000e-01,-3.750000000000000e-01
55,3.750000000000000e-01,2.500000000000000e-01
56,2.916666666666666e-01,-2.916666666666666e-01
57,-2.916666666666666e-01,7.083333333333334e-01
58,-2.916666666666666e-01,-2.916666666666666e-01
59,-6.250000000000000e-01,2.500000000000000e-01
60,7.500000000000000e-01,6.250000000000000e-01
61,2.500000000000000e-01,1.000000000000000e+00
62,-2.500000000000000e-01,3.750000000000000e-01
63,2.500000000000000e-01,6.250000000000000e-01
64,-1.000000000000000e+00,-2.500000000000000e-01
65,5.312500000000000e-01,7.500000000000000e-01
66,2.464080459770115e-01,-5.366379310344828e-01
67,5.347222222222222e-01,-2.569444444444444e-01
68,-5.366379310344828e-01,7.535919540229885e-01
69,-5.237814465408805e-01,-2.372248427672956e-01
70,-7.272727272727273e-01,-5.426136363636364e-01
71,-7.946428571428571e-01,4.017857142857143e-01
72,1.875000000000000e-01,3.750000000000000e-01
73,-4.017857142857143e-01,2.053571428571428e-01
74,-3.750000000000000e-01,-8.125000000000000e-01
75,1.812500000000000e-01,1.812500000000000e-01
76,-1.812500000000000e-01,-8.187500000000000e-01
77,3.350694444444444e-01,8.125000000000000e-01
78,-7.175732419985293e-01,8.125000000000000e-01
79,-8.125000000000000e-01,1.875000000000000e-01
80,-8.125000000000000e-01,-8.125000000000000e-01
81,1.875000000000000e-01,-8.125000000000000e-01
82,8.125000000000000e-01,-1.875000000000000e-01
83,8.125000000000000e-01,8.125000000000000e-01
84,-2.111344537815126e-01,1.875000000000000e-01
85,8.690476190476190e-01,3.750000000000000e-01
86,8.690476190476190e-01,-6.250000000000000e-01
87,-3.907147988505748e-01,8.578227627257800e-01
88,-1.825980392156863e-01,5.526960784313726e-01
89,-1.309523809523809e-01,-3.750000000000000e-01
90,3.750000000000000e-01,-1.309523809523809e-01
91,5.526960784313725e-01,1.825980392156862e-01
92,1.309523809523809e-01,-3.750000000000000e-01
