Id;V0;V1;V2
2628;1047;1416;2701
2629;304;1047;1416
2630;758;1765;2911
2631;409;1415;2912
2632;1329;1418;1992
2633;284;1329;1418
2634;482;1419;1433
2635;75;1419;1433
2636;673;1420;2850
2637;325;2499;2850
2638;825;3090;3091
2639;266;2372;3089
2640;702;1924;3182
2641;412;1422;2613
2642;64;970;1423
2643;396;970;1423
2644;624;1222;2187
2645;157;1424;2343
2646;853;1408;2800
2647;853;1425;2186
2648;818;1426;2449
2649;209;1248;2634
2650;813;1427;1882
2651;256;1427;1882
2652;790;1428;2969
2653;416;2218;3043
2654;630;1429;2401
2655;630;2290;2401
2656;803;1430;2574
2657;1430;2178;2574
2658;793;1852;1853
2659;1534;2088;2402
2660;1337;2587;2725
2661;185;2388;2586
2662;75;1989;2646
2663;75;1433;1948
2664;1434;1671;2970
2665;1162;1671;2970
2666;536;1413;1435
2667;395;1413;1435
2668;81;1350;2009
2669;81;806;1436
2670;367;1437;2836
2671;21;1438;2692
2672;677;1438;2692
2673;650;1956;2197
2674;172;1238;2418
2675;356;2165;2331
2676;679;1954;2596
2677;628;1265;2473
2678;628;1441;2473
2679;428;1085;1442
2680;286;1085;1442
2681;1049;2230;2231
2682;150;2228;2229
2683;554;1444;3155
2684;554;1444;1977
2685;239;2330;3145
2686;476;1445;1799
2687;60;1446;2571
2688;910;1446;2001
2689;455;1691;2095
2690;459;1447;1639
2691;456;1448;2645
2692;271;1448;2645
2693;1157;2263;2872
2694;157;2242;2985
2695;543;1165;2105
2696;186;1165;1450
2697;543;1409;2104
2698;445;1451;2105
2699;274;1452;3115
2700;776;1452;3115
2701;530;1760;1876
2702;530;1453;2302
2703;1454;1739;3069
2704;1009;1739;3069
2705;716;1389;2478
2706;50;1455;2480
2707;666;1995;2559
2708;666;1456;3000
2709;272;879;1793
2710;272;1457;1793
2711;651;2320;2408
2712;394;1458;2408
2713;1458;2320;2408
2714;1898;2381;2936
2715;520;970;1460
2716;520;1092;1460
2717;220;1663;2399
2718;220;1461;1663
2719;205;1462;2222
2720;634;1462;2222
2721;411;1496;2688
2722;141;1496;2688
2723;171;1844;2217
2724;628;1464;2053
2725;54;2778;2943
2726;517;1488;1803
2727;308;1102;1466
2728;883;1564;2377
2729;636;1467;2771
2730;353;1467;2771
2731;26;1468;1952
2732;450;1468;1952
2733;1059;1498;2518
2734;434;1060;1498
2735;1470;2397;2845
2736;171;1470;2397
2737;954;1555;2307
2738;487;1555;2307
2739;400;1036;1472
2740;453;1036;1472
2741;1084;1473;2395
2742;415;1084;1473
2743;326;1271;2902
2744;326;1474;2772
2745;534;1475;2440
2746;33;1475;2440
2747;693;1497;1796
2748;568;1476;1497
2749;144;1477;1841
2750;504;1477;1841
2751;147;1478;2900
2752;780;1478;2900
2753;343;1479;2959
2754;623;1479;2959
2755;1480;2344;3183
2756;212;1480;2344
2757;533;1034;1481
2758;32;1034;1481
2759;428;1482;1634
2760;1482;1546;1634
2761;734;2113;2829
2762;34;1032;1926
2763;1602;3109;3110
2764;122;1513;3108
2765;145;1485;3120
2766;776;1833;3120
2767;126;1486;2781
2768;499;1486;2781
2769;940;1487;2107
2770;798;1487;2107
2771;516;1641;2142
2772;517;1642;2142
2773;375;1489;2905
2774;673;1489;2905
2775;402;1124;3122
2776;467;1717;1998
2777;1491;1982;2293
2778;121;1491;2293
2779;421;1172;1492
2780;783;1578;3077
2781;287;991;1493
2782;405;1493;1494
2783;991;1493;1494
2784;121;991;1494
2785;1362;1406;1495
2786;401;1406;1495
2787;401;1090;1496
2788;141;1090;1496
2789;516;1642;2142
2790;693;1497;1951
2791;434;1469;1498
2792;1469;1498;2518
2793;492;936;1499
2794;139;1387;1962
2795;550;873;1500
2796;873;1066;1500
2797;686;1968;2118
2798;71;1968;2118
2799;250;2141;3140
2800;250;1502;3140
2801;600;2016;2262
2802;417;1506;2289
2803;515;1504;2706
2804;45;1504;2706
2805;781;1505;1848
2806;55;1505;1848
2807;1506;2143;2289
2808;165;1506;2143
2809;618;1507;1989
2810;224;1880;2038
2811;540;1508;2268
2812;254;1508;2268
2813;488;962;1509
2814;131;1654;1782
2815;694;1512;2040
2816;85;1510;2145
2817;570;1511;1512
2818;169;1511;1512
2819;558;1612;2040
2820;169;1609;1612
2821;1007;1513;2301
2822;817;1513;3108
2823;140;1101;1514
2824;452;1101;1514
2825;459;1003;1515
2826;129;1003;1515
2827;359;1308;2445
2828;674;2321;2324
2829;439;1517;2076
2830;30;1517;2076
2831;544;1999;2998
2832;155;1285;1802
2833;161;1914;2967
2834;593;1519;1914
2835;467;1717;2691
2836;187;1490;1520
2837;811;2351;3059
2838;404;1521;3059
2839;810;3098;3183
2840;404;1523;3099
2841;810;3098;3099
2842;121;1523;3098
2843;49;1524;3082
2844;667;1524;3082
2845;579;1164;2681
2846;156;1164;1525
2847;739;1526;2506
2848;229;1182;1911
2849;666;1527;3092
2850;115;1527;3092
2851;200;2073;2698
2852;200;1528;1821
2853;693;1951;2303
2854;516;1642;1951
2855;355;1234;1531
2856;179;1234;1530
2857;1234;1531;3210
2858;414;1531;3210
2859;521;1629;2494
2860;433;1532;1554
2861;1431;1533;2382
2862;433;1431;1533
2863;584;1431;2402
2864;125;1534;2088
2865;523;1537;1628
2866;435;1536;1537
2867;56;1630;2466
2868;56;1630;3066
2869;1537;1628;3152
2870;1535;1628;3152
2871;836;1538;3170
2872;1538;3054;3170
2873;594;1294;1539
2874;73;1294;1539
2875;508;1148;1540
2876;146;1148;1540
2877;592;1541;2260
2878;33;1541;2281
2879;334;1236;1542
2880;1236;1542;2256
2881;1544;3011;3013
2882;213;1543;3012
2883;777;3011;3013
2884;410;1544;3011
2885;1550;2534;2917
2886;174;1545;2534
2887;860;1546;3094
2888;407;1081;2952
2889;1361;1547;1879
2890;22;1361;1547
2891;756;1915;2742
2892;538;1915;2742
2893;208;2888;2971
2894;619;1991;2038
2895;658;1550;2932
2896;337;1550;2932
2897;133;1253;1551
2898;538;1253;1551
2899;757;1552;2839
2900;217;1552;2837
2901;423;1383;2417
2902;423;1553;2417
2903;53;1610;2311
2904;433;1533;1554
2905;487;1555;1975
2906;700;1790;1857
2907;1420;2499;2850
2908;644;1721;2563
2909;232;1557;2204
2910;1095;1842;2204
2911;836;1558;3172
2912;442;1883;3171
2913;331;1055;1620
2914;331;1559;1620
2915;582;1560;1563
2916;251;1560;1563
2917;687;1614;2300
2918;436;1186;1776
2919;745;2261;2743
2920;345;1261;2861
2921;19;1345;2572
2922;251;1345;1563
2923;140;1564;3076
2924;551;1564;3076
2925;440;1565;1684
2926;27;1565;1684
2927;440;913;1566
2928;198;913;1566
2929;437;913;2077
2930;440;913;1567
2931;1568;1795;2773
2932;1153;1795;2773
2933;700;1569;1857
2934;820;1663;2399
2935;862;1570;3050
2936;1570;1918;3050
2937;343;1247;2512
2938;343;1571;2512
2939;568;1572;1798
2940;568;1798;3187
2941;569;1573;1797
2942;569;3058;3154
2943;321;2288;2901
2944;1575;2241;2926
2945;570;1575;2241
2946;170;1104;1576
2947;532;1104;1576
2948;803;1462;2168
2949;634;1462;2168
2950;1408;1578;2800
2951;234;1578;2800
2952;729;2763;3185
2953;674;1516;2322
2954;128;1580;2265
2955;638;1580;2265
2956;531;1581;2103
2957;45;1303;2098
2958;99;935;1606
2959;99;1582;1606
2960;48;1583;2464
2961;48;1521;2351
2962;1584;2822;2823
2963;264;1584;2823
2964;631;1028;1585
2965;74;1028;1585
2966;698;1018;1586
2967;698;1654;1655
2968;75;1419;1587
2969;682;1587;1989
2970;911;1588;2357
2971;911;1588;2442
2972;138;1262;2012
2973;138;1589;2012
2974;409;1415;1590
2975;757;1590;2837
2976;839;1180;1591
2977;233;2270;3027
2978;548;1592;2152
2979;43;1706;2614
2980;850;2312;3202
2981;231;1593;3201
2982;1384;2078;2792
2983;133;1384;2792
2984;423;887;1595
2985;754;2847;3104
2986;1596;3161;3162
2987;233;1596;3162
2988;1144;1597;2498
2989;443;1144;1597
2990;480;1088;1598
2991;293;1088;1598
2992;438;937;1599
2993;126;937;1599
2994;1014;1601;3179
2995;189;1014;1600
2996;1328;2335;2955
2997;17;1601;1942
2998;243;1602;2290
2999;817;3109;3110
3000;531;1183;1603
3001;147;1183;1603
3002;685;1604;2521
3003;685;1604;1898
3004;155;1518;3041
3005;155;1605;3041
3006;1013;1606;1820
3007;935;1013;1606
3008;917;1607;2830
3009;802;1169;1722
3010;299;1021;1608
3011;425;1021;1608
3012;521;1609;1611
3013;169;1609;1611
3014;521;1554;2311
3015;521;1610;2311
3016;169;1511;2013
3017;169;1611;2013
3018;1512;2040;3133
3019;1612;2040;3133
3020;632;1613;2166
3021;53;1613;2166
3022;436;1561;1614
3023;1561;1614;2300
3024;748;1378;1615
3025;439;1378;1615
3026;684;1122;2359
3027;191;1236;2256
3028;1501;1617;2094
3029;211;1617;2094
3030;684;1542;2637
3031;684;1618;2637
3032;400;1036;1619
3033;714;2717;2740
3034;114;1620;2148
3035;114;1055;1620
3036;47;1621;2802
3037;645;1621;2802
3038;198;913;1622
3039;437;913;1622
3040;852;1748;3116
3041;437;852;1623
3042;296;951;1624
3043;972;1624;1940
3044;615;1625;2986
3045;280;1625;2986
3046;657;2280;2339
3047;441;1647;2909
3048;1627;2023;2272
3049;591;1627;2272
3050;524;1606;1820
3051;524;1632;2360
3052;188;1532;2494
3053;188;1629;2494
3054;1537;1630;3066
3055;523;1537;1630
3056;523;1631;1632
3057;162;1631;1632
3058;576;1692;2427
3059;162;1692;2427
3060;833;1934;2501
3061;175;1933;1934
3062;407;1547;1634
3063;428;1634;1635
3064;1547;1634;1635
3065;22;1547;1635
3066;1636;1763;2795
3067;432;1636;2795
3068;689;1792;2621
3069;51;1637;2620
3070;63;1106;1638
3071;472;1106;1638
3072;58;1639;2246
3073;1096;1907;2246
3074;454;1640;2050
3075;665;1846;2050
3076;167;923;1641
3077;516;923;1641
3078;1497;1951;2941
3079;1642;1951;2941
3080;845;1127;1643
3081;34;1744;3071
3082;1079;2380;2858
3083;291;2380;2858
3084;504;1645;2774
3085;849;1997;2774
3086;850;1646;1648
3087;93;1153;3202
3088;173;1626;2909
3089;173;1647;2909
3090;849;2280;2339
3091;231;1648;3034
3092;95;1074;1649
3093;615;1074;1649
3094;741;1650;1966
3095;620;1650;1966
3096;725;1136;2761
3097;725;1651;2761
3098;644;1556;1652
3099;325;1556;1652
3100;567;1286;2551
3101;567;1653;2545
3102;488;1782;2856
3103;471;1782;2856
3104;197;1655;1736
3105;197;1677;2172
3106;488;983;2856
3107;57;983;1656
3108;723;2674;2675
3109;449;1658;2674
3110;723;2673;2674
3111;269;2084;2673
3112;178;987;1659
3113;449;987;1659
3114;1011;1746;2950
3115;340;1349;1661
3116;1349;1661;2205
3117;594;2000;2072
3118;232;1557;2000
3119;476;1461;1663
3120;820;1569;2918
3121;447;1665;2065
3122;430;1665;2065
3123;439;1378;2076
3124;447;1378;2076
3125;194;1640;2050
3126;664;1054;2548
3127;971;1735;2956
3128;1667;1735;2956
3129;275;945;1668
3130;275;1003;1683
3131;533;1669;2034
3132;533;1480;1864
3133;1670;2422;3026
3134;564;1395;3026
3135;431;973;1671
3136;123;973;1671
3137;393;957;1672
3138;393;1225;2079
3139;70;1068;2904
3140;70;1064;1673
3141;469;875;2066
3142;875;1674;2695
3143;216;1338;1675
3144;782;1338;1675
3145;1061;1676;2899
3146;447;1676;2899
3147;730;1586;1677
3148;197;1586;1677
3149;197;1678;1736
3150;500;1678;1736
3151;152;971;1679
3152;479;971;1679
3153;718;2579;2580
3154;479;1679;2579
3155;787;2368;3033
3156;200;1681;3032
3157;459;1639;1682
3158;58;1639;1682
3159;595;1668;1683
3160;275;1668;1683
3161;596;2099;2806
3162;27;1684;2806
3163;470;895;1685
3164;78;895;1685
3165;1686;2517;2763
3166;206;1686;2517
3167;470;961;1687
3168;154;961;1687
3169;649;1794;2409
3170;446;877;1794
3171;446;1688;2851
3172;446;1689;2851
3173;446;877;1690
3174;235;2237;2786
3175;614;1447;1691
3176;154;1691;1700
3177;524;1582;1692
3178;576;1582;1692
3179;1693;2793;2983
3180;795;1693;1871
3181;444;1016;1694
3182;1016;1694;2129
3183;765;1142;2683
3184;219;1695;2682
3185;104;1696;2981
3186;1696;2979;2981
3187;898;2420;2893
3188;266;898;1697
3189;20;1008;1698
3190;727;1912;2921
3191;183;2071;2358
3192;617;1763;2071
3193;1770;2547;2978
3194;457;895;1700
3195;544;1135;1701
3196;201;1135;1701
3197;1541;1702;2260
3198;926;1541;1702
3199;512;1210;1703
3200;92;1210;1703
3201;226;1072;1704
3202;562;1072;1704
3203;558;1612;2184
3204;558;1705;2184
3205;548;2144;2614
3206;451;1708;2796
3207;451;1706;2895
3208;451;1707;2895
3209;1707;1708;2687
3210;451;1707;1708
3211;484;1384;2430
3212;484;1709;2430
3213;468;1825;1846
3214;270;1121;1847
3215;1325;1710;1711
3216;8;1325;1711
3217;1445;1712;1799
3218;448;1445;1712
3219;229;984;1713
3220;448;984;1713
3221;448;984;1714
3222;13;1018;1832
3223;1130;1754;3160
3224;1715;1754;3160
3225;176;1255;1716
3226;711;1255;1716
3227;402;1520;2691
3228;402;1717;2691
3229;23;1130;1718
3230;604;1715;3160
3231;83;1358;1719
3232;571;1358;1719
3233;301;896;1720
3234;485;1720;2541
3235;888;2563;2834
3236;219;1721;2563
3237;801;1722;2928
3238;221;1254;1913
3239;250;1502;3045
3240;250;1723;3045
3241;1724;2291;3191
3242;464;1724;2291
3243;779;1725;2253
3244;62;2060;3175
3245;225;1941;3030
3246;225;1726;1753
3247;453;1472;2908
3248;453;1727;2908
3249;453;1728;2033
3250;87;1728;2033
3251;227;1151;3176
3252;227;1729;3176
3253;241;1730;3006
3254;241;2689;2690
3255;891;988;1731
3256;107;891;1731
3257;461;856;1732
3258;236;856;1732
3259;331;949;1733
3260;812;1851;3002
3261;737;2043;3164
3262;408;1278;1976
3263;525;921;2483
3264;525;1735;2483
3265;471;1656;1736
3266;1656;1736;2756
3267;753;1553;1737
3268;423;1553;1737
3269;505;1738;2876
3270;1249;2159;2876
3271;507;2284;2977
3272;1484;2284;2977
3273;251;1067;1741
3274;309;1067;1740
3275;1067;1740;1741
3276;478;1740;1741
3277;460;1212;1742
3278;93;1212;1742
3279;845;1743;3194
3280;460;1743;2136
3281;466;1127;3071
3282;466;1744;3071
3283;466;1127;1745
3284;259;1127;1745
3285;875;1746;2695
3286;469;875;1746
3287;804;1729;1747
3288;227;1729;1747
3289;728;1748;2791
3290;198;1002;2790
3291;206;1749;1781
3292;206;1275;3165
3293;966;2388;2586
3294;283;966;1750
3295;696;1558;1751
3296;442;1558;1751
3297;59;981;2522
3298;59;1752;2522
3299;747;2236;2366
3300;747;1753;1800
3301;606;1104;1754
3302;170;1104;1754
3303;187;1490;1755
3304;642;1490;1755
3305;741;1756;1966
3306;741;1756;1803
3307;1142;2372;2426
3308;703;2372;2426
3309;1150;3036;3037
3310;1097;2144;2796
3311;603;1213;1759
3312;19;1213;1759
3313;38;2487;3143
3314;530;1775;2302
3315;411;1418;1761
3316;626;1418;1761
3317;475;1762;2082
3318;733;1762;1865
3319;123;1763;2760
3320;617;1763;2760
3321;579;2068;2174
3322;513;1764;2068
3323;59;981;2911
3324;981;1765;2911
3325;78;895;1766
3326;457;895;1766
3327;969;1766;1767
3328;457;1766;1767
3329;458;967;1768
3330;129;967;1768
3331;458;968;1769
3332;263;968;1769
3333;129;967;1770
3334;457;967;1770
3335;1072;1771;2854
3336;906;1771;2854
3337;1705;1772;2184
3338;168;1705;1772
3339;70;1064;1773
3340;656;1571;2438
3341;199;1224;1774
3342;725;1224;1774
3343;38;1775;3143
3344;1760;2487;3143
3345;436;1614;1776
3346;688;1614;1776
3347;678;1461;1777
3348;69;2561;2846
3349;833;1778;3174
3350;426;1633;2501
3351;495;1250;2723
3352;495;1779;2723
3353;839;1780;3027
3354;839;2640;2964
3355;613;1750;2513
3356;613;1781;2513
3357;131;1509;1782
3358;488;1509;1782
3359;175;1009;1783
3360;398;1009;1783
3361;287;1493;1784
3362;593;1493;1784
3363;440;1565;1785
3364;542;1565;1785
3365;959;2638;2704
3366;704;1786;2638
3367;467;1111;1787
3368;311;1111;1787
3369;611;1293;1788
3370;167;1293;1788
3371;349;1789;3070
3372;349;1254;2396
3373;487;1790;1975
3374;351;1790;1975
3375;130;1030;1791
3376;784;1791;1970
3377;1637;1792;2620
3378;432;1637;1792
3379;511;1793;2702
3380;879;1793;2702
3381;446;1688;1794
3382;1688;1794;2409
3383;195;1795;2866
3384;474;1795;2866
3385;1572;1796;2735
3386;568;1572;1796
3387;320;1797;3206
3388;2202;2524;3206
3389;318;914;2946
3390;318;1798;2946
3391;820;1663;1799
3392;476;1663;1799
3393;514;1264;1800
3394;298;1264;1800
3395;1179;1801;3209
3396;474;1179;1801
3397;1518;1999;2998
3398;155;1518;2998
3399;518;1465;2767
3400;54;1465;1803
3401;517;1642;1804
3402;159;1642;1804
3403;762;1042;2328
3404;762;2689;2690
3405;1806;3101;3207
3406;56;1806;3101
3407;807;1807;1933
3408;507;1807;1974
3409;874;1594;1808
3410;482;1594;1808
3411;698;1809;3024
3412;473;1809;3024
3413;221;1722;1810
3414;801;1722;1810
3415;463;1811;2116
3416;63;1811;2116
3417;687;1614;1812
3418;188;1812;1947
3419;716;1813;2480
3420;241;1730;2479
3421;670;1363;1814
3422;364;1363;1814
3423;843;1709;1815
3424;484;1709;1815
3425;88;1156;1816
3426;480;1156;1816
3427;597;946;1817
3428;37;946;1817
3429;463;1233;1818
3430;1233;1818;2249
3431;1819;2504;2818
3432;522;1819;2504
3433;1628;1820;2360
3434;189;1628;1820
3435;537;1528;1821
3436;643;1821;2453
3437;406;1486;1822
3438;499;1486;1822
3439;866;1823;3118
3440;240;2898;3117
3441;468;1824;1825
3442;147;1824;1825
3443;665;1603;1825
3444;147;1603;1825
3445;1826;2877;2957
3446;494;1383;2957
3447;309;1068;2680
3448;309;1827;2680
3449;268;964;1828
3450;632;2096;2166
3451;592;1541;2281
3452;592;1829;2281
3453;49;1830;2477
3454;577;1830;2477
3455;852;1623;1831
3456;47;1623;1831
3457;13;1714;1832
3458;984;1714;1832
3459;496;995;1833
3460;145;995;1833
3461;496;976;1834
3462;235;976;1834
3463;485;1835;2541
3464;827;1835;2541
3465;773;1856;2584
3466;692;1836;2584
3467;518;1861;2945
3468;158;1837;1861
3469;418;872;1838
3470;872;1838;1973
3471;94;1839;2139
3472;94;900;1839
3473;722;1840;2759
3474;1840;1929;2759
3475;848;1645;1841
3476;504;1645;1841
3477;525;921;1842
3478;232;921;1842
3479;654;2436;3173
3480;582;1844;1891
3481;171;1470;1891
3482;171;1844;1891
3483;277;1015;1845
3484;462;1015;1845
3485;270;1710;1847
3486;1710;1847;2931
3487;468;1846;2931
3488;468;1847;2931
3489;601;1270;1848
3490;55;1270;1848
3491;1124;1849;2752
3492;931;1849;2810
3493;653;1850;2694
3494;37;1850;2694
3495;760;1589;1851
3496;138;1589;1851
3497;477;1103;1852
3498;160;1103;1852
3499;160;1651;1853
3500;584;1651;1853
3501;740;2308;2491
3502;267;1854;2490
3503;740;1405;2491
3504;477;1855;2308
3505;613;1750;1856
3506;283;1750;1856
3507;487;1471;2602
3508;487;1857;2602
3509;519;1858;2251
3510;109;1858;2251
3511;1859;3203;3204
3512;158;1859;3204
3513;177;2146;2220
3514;645;1621;2146
3515;518;1379;1861
3516;158;1379;1861
3517;518;1804;1862
3518;159;1804;1862
3519;490;1863;2722
3520;1387;2089;2722
3521;212;1480;1864
3522;799;1864;2625
3523;475;1116;1865
3524;218;1116;1865
3525;347;1866;2651
3526;646;2376;2510
3527;597;946;1910
3528;678;1867;1955
3529;743;1462;2747
3530;511;1868;2749
3531;62;1869;2815
3532;1869;2361;2815
3533;1693;1870;2598
3534;481;1693;1870
3535;794;2361;2816
3536;481;1869;2361
3537;323;1351;1872
3538;560;2005;3112
3539;27;1762;1873
3540;733;1762;1873
3541;508;960;1874
3542;50;960;1874
3543;262;960;1875
3544;508;960;1875
3545;530;1453;1876
3546;1453;1876;2137
3547;1145;1877;2745
3548;118;887;1877
3549;1006;1878;2820
3550;790;3042;3043
3551;238;1081;1879
3552;238;1361;1879
3553;618;1991;2038
3554;619;1880;2038
3555;623;1247;1881
3556;143;1247;1881
3557;813;2474;2475
3558;256;1882;1895
3559;836;1883;3171
3560;254;3054;3170
3561;166;2069;2225
3562;499;1887;3198
3563;556;1096;1907
3564;697;1885;2654
3565;704;1886;2542
3566;262;1949;2704
3567;166;1887;2865
3568;166;2069;2865
3569;168;1888;2199
3570;602;1888;2199
3571;809;1993;2843
3572;598;1993;2843
3573;1282;1890;1964
3574;771;1282;1890
3575;654;1891;3173
3576;1843;2436;3173
3577;1088;1892;2495
3578;480;1088;1892
3579;480;1156;1893
3580;327;1156;1893
3581;705;2459;2616
3582;255;1894;2459
3583;1882;1895;2616
3584;541;1895;2616
3585;727;1897;2921
3586;563;1896;1897
3587;165;1228;1897
3588;727;1228;1897
3589;651;1249;1898
3590;348;1249;1898
3591;66;1094;1899
3592;494;1094;1899
3593;494;1094;1900
3594;301;1094;1900
3595;780;1410;1901
3596;68;1410;1901
3597;764;1022;1902
3598;236;1732;2279
3599;756;1915;1984
3600;181;1915;1984
3601;132;1904;2849
3602;904;1904;2849
3603;609;1025;1905
3604;196;1025;1905
3605;166;1887;2326
3606;166;1906;2326
3607;1885;1907;2654
3608;58;1885;1907
3609;556;1096;1908
3610;1096;1908;2588
3611;1220;1909;2390
3612;192;1220;1909
3613;597;1867;1910
3614;220;1867;1910
3615;229;1526;1911
3616;739;1526;1911
3617;727;1698;1912
3618;20;1698;1912
3619;221;1810;1913
3620;858;1810;1913
3621;566;1311;1914
3622;161;1311;1914
3623;181;1548;1915
3624;181;1903;1984
3625;510;965;1916
3626;146;965;1916
3627;510;1040;1917
3628;7;1040;1917
3629;1040;1918;3199
3630;510;1040;1918
3631;1279;1919;3067
3632;944;1919;3014
3633;699;1920;2336
3634;438;1601;1942
3635;217;1552;2378
3636;217;1921;2378
3637;502;1058;1922
3638;1057;1058;1922
3639;1117;1923;1925
3640;42;1117;1923
3641;136;1118;1924
3642;489;1118;1924
3643;489;1118;1925
3644;292;1118;1925
3645;34;1926;2648
3646;734;1926;2648
3647;924;1927;2554
3648;274;924;1927
3649;144;1482;1928
3650;503;1482;1928
3651;286;1087;2292
3652;61;1087;1929
3653;823;1868;1930
3654;511;1868;1930
3655;310;1052;1931
3656;552;1052;1931
3657;552;1052;1932
3658;164;1653;2545
3659;833;1785;1934
3660;542;1785;1934
3661;175;1633;1934
3662;1633;1934;2501
3663;151;1042;1935
3664;761;2023;2808
3665;1789;1936;2935
3666;133;1936;2935
3667;874;2062;2064
3668;64;970;2063
3669;432;1637;1938
3670;752;1637;1938
3671;455;998;2588
3672;495;998;1939
3673;537;1940;2346
3674;537;948;1940
3675;747;2846;3030
3676;767;2561;2846
3677;438;1920;1942
3678;699;1920;1942
3679;153;1084;1943
3680;488;1084;1943
3681;388;1385;1944
3682;622;2011;2937
3683;550;873;2757
3684;550;1945;2757
3685;258;926;1946
3686;534;926;1946
3687;687;1332;1947
3688;378;1332;1947
3689;721;1549;2671
3690;721;1948;2313
3691;262;960;1949
3692;959;1949;2704
3693;67;1503;1950
3694;545;1950;3127
3695;516;1529;2303
3696;516;1951;2303
3697;222;2812;3057
3698;1027;2285;3057
3699;462;989;1953
3700;98;1953;2393
3701;679;1440;1954
3702;356;1440;1954
3703;597;1457;1955
3704;272;1457;1955
3705;72;1956;2283
3706;650;2111;2419
3707;781;1605;1957
3708;155;1605;1957
3709;139;1499;1958
3710;492;1499;1958
3711;1167;2067;2664
3712;846;1959;2334
3713;1960;1961;2630
3714;374;1960;2630
3715;599;2015;2920
3716;136;1961;2920
3717;1356;2592;3163
3718;493;2592;3163
3719;547;1099;1963
3720;1099;1963;2949
3721;245;1000;1964
3722;506;1000;1964
3723;1000;1670;1965
3724;65;1670;1965
3725;398;1454;1966
3726;620;1454;1966
3727;48;1521;1967
3728;536;1521;1967
3729;71;2304;2306
3730;71;1501;2118
3731;784;2003;2820
3732;498;1969;2821
3733;130;1061;1970
3734;498;1061;1970
3735;553;1149;1971
3736;163;1149;1971
3737;691;1664;1972
3738;430;1664;1972
3739;505;871;1973
3740;40;871;1973
3741;807;1807;1974
3742;218;1865;2755
3743;1177;1555;1975
3744;351;1177;1975
3745;408;1734;1976
3746;737;1734;1976
3747;1932;1977;2255
3748;164;1932;1977
3749;1070;1978;2642
3750;282;1070;1978
3751;736;1445;1979
3752;476;1445;1979
3753;215;1021;1980
3754;796;2910;2993
3755;746;1475;1981
3756;33;1475;1981
3757;841;1297;2333
3758;608;1982;3128
3759;64;1423;1983
3760;565;1423;1983
3761;391;1390;2127
3762;391;2127;2216
3763;865;1690;1985
3764;235;1690;1985
3765;67;1986;2262
3766;772;1986;2542
3767;899;1987;3180
3768;595;1987;3180
3769;532;1576;3111
3770;532;1988;3111
3771;618;1991;2672
3772;618;1989;2672
3773;391;1391;1990
3774;1391;1990;3078
3775;1549;1991;2672
3776;208;1549;1991
3777;411;1418;1992
3778;411;1102;1992
3779;1176;2290;2400
3780;598;1993;2401
3781;182;1046;1994
3782;598;1046;1994
3783;666;1456;1995
3784;196;1456;1995
3785;579;1231;1996
3786;14;1231;1996
3787;41;1305;1997
3788;504;1305;1997
3789;38;931;1998
3790;38;1111;1998
3791;439;1517;1999
3792;544;1517;1999
3793;232;1662;2072
3794;232;2000;2072
3795;634;1577;2677
3796;634;2001;2677
3797;1352;2002;2234
3798;1070;2002;2982
3799;1791;2003;3029
3800;784;1791;2003
3801;561;1108;2160
3802;162;1108;2004
3803;110;1351;3112
3804;110;2005;3112
3805;324;1221;2006
3806;324;1090;2006
3807;1485;2007;2514
3808;145;1485;2007
3809;227;1058;2008
3810;502;1058;2008
3811;81;1436;2009
3812;554;1436;2009
3813;371;1251;2010
3814;965;2010;2030
3815;214;1385;2937
3816;214;2011;2937
3817;1475;2102;2783
3818;345;1262;2102
3819;695;2504;2818
3820;695;1511;2013
3821;646;1866;2014
3822;347;1866;2014
3823;491;1207;2015
3824;599;1207;2015
3825;300;1228;2016
3826;600;1228;2016
3827;876;2329;2366
3828;876;1526;2017
3829;1264;2018;2699
3830;514;1264;2018
3831;980;2019;2046
3832;578;980;2019
3833;912;2019;2020
3834;578;2019;2020
3835;857;2989;3159
3836;578;2020;2989
3837;1137;1627;2022
3838;276;1137;2022
3839;761;1935;2023
3840;151;1935;2023
3841;284;916;2348
3842;916;2024;2348
3843;275;1002;2025
3844;1002;2025;2790
3845;1821;2026;2453
3846;537;1821;2026
3847;689;1191;2027
3848;312;1191;2027
3849;1200;2266;2841
3850;606;2266;2841
3851;958;2029;2031
3852;918;2029;2032
3853;371;1354;2030
3854;509;2030;2032
3855;146;965;2031
3856;509;965;2031
3857;1354;2030;2032
3858;96;1354;2032
3859;1036;2033;2415
3860;87;815;2033
3861;261;2034;2762
3862;1034;2034;2762
3863;373;1353;2035
3864;1353;2035;2371
3865;543;1409;2036
3866;77;1409;2036
3867;619;1120;2037
3868;39;1120;2037
3869;224;1507;2038
3870;618;1507;2038
3871;1025;1292;2039
3872;609;1025;2039
3873;558;1510;2145
3874;558;2040;2145
3875;42;1117;2041
3876;528;1117;2041
3877;528;1117;2042
3878;292;1117;2042
3879;137;1168;2043
3880;528;1168;2043
3881;337;1210;2044
3882;512;1210;2044
3883;1399;2045;2570
3884;420;1399;2045
3885;834;2101;2278
3886;834;2046;2047
3887;223;1764;2047
3888;682;1764;2047
3889;259;880;2048
3890;529;880;2048
3891;735;1453;2137
3892;529;2049;2788
3893;194;1666;2050
3894;665;1666;2050
