Id;V0;V1;V2
0,8,254,285
1,52,263,282
2,191,396,397
3,225,473,598
4,4,35,422
5,354,427,634
6,61,412,429
7,119,371,588
8,84,259,637
9,128,390,392
10,81,419,600
11,182,409,600
12,14,15,563
13,195,392,602
14,179,534,587
15,127,292,306
16,143,345,422
17,128,274,352
18,201,287,489
19,95,437,535
20,79,450,553
21,18,19,355
22,82,133,277
23,246,365,409
24,124,287,419
25,287,419,489
26,191,397,585
27,169,337,414
28,114,338,622
29,126,368,440
30,169,338,622
31,191,368,440
32,169,338,526
33,191,368,585
34,24,25,338
35,68,239,315
36,80,335,519
37,88,260,551
38,171,340,564
39,143,320,415
40,138,301,478
41,171,340,527
42,85,297,339
43,30,364,584
44,158,297,470
45,189,325,478
46,115,339,561
47,30,31,340
48,67,330,423
49,97,259,395
50,162,356,597
51,185,354,544
52,173,376,533
53,90,257,514
54,254,290,329
55,101,280,288
56,92,276,560
57,145,286,454
58,160,258,457
59,259,395,637
60,77,325,608
61,130,347,367
62,155,507,630
63,62,307,568
64,17,503,610
65,127,360,363
66,101,235,359
67,26,257,456
68,147,426,453
69,100,251,581
70,149,328,375
71,129,393,483
72,77,316,474
73,197,302,646
74,63,352,545
75,125,331,449
76,75,331,500
77,199,441,618
78,89,255,437
79,139,317,387
80,88,418,590
81,94,230,369
82,6,354,544
83,186,324,404
84,131,396,397
85,91,254,329
86,236,299,578
87,64,234,321
88,89,235,255
89,164,273,504
90,94,369,372
91,172,475,501
92,172,347,374
93,35,506,597
94,152,486,487
95,231,249,447
96,90,249,323
97,105,268,361
98,304,319,639
99,105,361,583
100,49,265,464
101,53,231,249
102,53,249,625
103,238,275,540
104,185,378,544
105,125,330,331
106,65,334,436
107,187,443,591
108,188,393,584
109,129,315,316
110,78,306,402
111,123,394,399
112,166,342,529
113,21,312,529
114,168,341,528
115,27,308,528
116,11,12,357
117,119,370,371
118,141,326,570
119,136,401,429
120,170,537,627
121,267,495,547
122,202,345,510
123,34,345,510
124,247,358,586
125,222,289,403
126,118,381,464
127,198,421,551
128,53,264,477
129,89,234,444
130,198,492,514
131,90,323,406
132,113,290,329
133,149,219,491
134,175,374,523
135,92,227,487
136,184,517,610
137,93,480,517
138,45,181,218
139,14,15,548
140,165,321,550
141,96,282,569
142,107,250,293
143,160,259,494
144,6,258,634
145,98,269,300
146,98,268,361
147,150,245,248
148,121,251,375
149,100,270,271
150,241,310,579
151,102,243,493
152,49,252,253
153,156,240,513
154,108,296,438
155,102,296,554
156,222,289,641
157,107,241,509
158,199,400,604
159,190,460,461
160,55,382,434
161,128,392,468
162,137,302,646
163,22,23,342
164,166,342,621
165,28,29,341
166,168,341,620
167,154,310,579
168,72,240,576
169,71,303,512
170,157,284,387
171,118,252,309
172,182,370,371
173,119,313,566
174,110,333,334
175,190,383,385
176,44,150,245
177,44,245,266
178,123,292,306
179,127,306,402
180,167,355,538
181,167,557,648
182,4,379,525
183,162,356,555
184,22,343,485
185,65,383,436
186,165,360,363
187,89,234,437
188,10,290,578
189,11,299,468
190,163,257,456
191,28,389,463
192,66,284,309
193,130,278,377
194,19,294,398
195,131,397,398
196,132,354,427
197,217,285,612
198,141,256,416
199,173,277,532
200,217,285,497
201,54,362,490
202,228,412,429
203,136,401,546
204,142,412,413
205,83,413,484
206,121,224,332
207,180,224,332
208,139,301,325
209,301,325,478
210,157,317,387
211,139,301,317
212,82,277,326
213,187,570,592
214,141,277,366
215,141,411,570
216,61,217,373
217,228,412,413
218,143,320,469
219,143,415,422
220,67,454,488
221,145,220,420
222,144,222,451
223,125,330,423
224,226,382,467
225,147,226,434
226,221,586,642
227,68,239,466
228,127,292,363
229,64,292,441
230,251,362,581
231,149,251,490
232,72,150,248
233,107,241,250
234,40,151,244
235,356,488,555
236,227,486,487
237,85,297,320
238,158,297,339
239,155,241,310
240,155,507,508
241,101,242,281
242,107,318,574
243,232,430,593
244,156,303,512
245,66,284,387
246,99,284,647
247,80,337,414
248,159,520,521
249,166,312,410
250,48,279,305
251,9,10,537
252,9,267,537
253,123,306,394
254,197,394,399
255,162,525,597
256,152,487,645
257,163,239,389
258,163,239,466
259,164,260,433
260,164,273,343
261,14,360,548
262,165,360,548
263,20,21,312
264,79,336,410
265,167,312,538
266,19,355,538
267,168,308,414
268,169,308,414
269,169,308,526
270,25,338,526
271,170,537,547
272,267,537,547
273,202,425,631
274,31,340,527
275,32,374,523
276,172,367,475
277,96,244,293
278,177,282,569
279,186,500,607
280,142,324,404
281,92,487,645
282,118,475,501
283,184,503,610
284,177,263,282
285,177,307,568
286,194,417,616
287,178,272,582
288,251,362,490
289,203,534,636
290,201,283,472
291,56,161,302
292,181,218,295
293,74,438,626
294,246,409,600
295,15,16,409
296,164,418,504
297,183,418,590
298,15,548,549
299,262,517,610
300,75,331,449
301,75,404,500
302,112,344,388
303,112,330,331
304,110,334,436
305,38,205,346
306,188,483,562
307,77,377,530
308,189,325,608
309,111,315,316
310,205,460,461
311,21,368,585
312,126,333,440
313,105,319,639
314,70,192,298
315,105,268,319
316,192,298,304
317,62,568,616
318,194,294,480
319,13,391,602
320,195,390,402
321,33,34,276
322,196,276,506
323,161,428,603
324,137,274,431
325,260,421,551
326,257,492,514
327,199,441,605
328,200,426,638
329,426,453,638
330,201,305,531
331,159,279,305
332,202,469,631
333,85,339,565
334,179,283,472
335,179,283,534
336,148,445,462
337,43,242,643
338,205,346,460
339,45,218,237
340,112,331,500
341,39,207,344
342,226,382,434
343,37,479,609
344,108,296,554
345,73,209,350
346,106,303,380
347,46,289,641
348,104,238,275
349,41,247,586
350,101,242,359
351,50,212,281
352,100,271,322
353,42,213,270
354,136,269,300
355,193,304,319
356,0,209,353
357,0,215,353
358,91,254,497
359,61,217,314
360,94,218,237
361,264,477,498
362,54,219,349
363,91,219,349
364,112,220,388
365,207,344,388
366,86,231,542
367,247,358,542
368,106,289,403
369,87,222,403
370,89,223,589
371,242,359,589
372,63,328,375
373,180,224,482
374,6,258,473
375,4,225,629
376,68,426,466
377,111,316,474
378,227,430,640
379,49,253,567
380,228,401,429
381,135,228,401
382,183,369,590
383,230,369,590
384,53,230,243
385,94,230,243
386,86,453,638
387,249,323,447
388,232,430,640
389,87,403,640
390,233,593,594
391,156,303,380
392,234,444,446
393,64,234,446
394,176,255,448
395,235,255,448
396,63,386,424
397,113,329,491
398,45,206,237
399,120,237,481
400,102,477,498
401,104,238,264
402,129,393,463
403,129,239,315
404,72,240,248
405,103,240,248
406,51,151,250
407,51,241,250
408,212,242,281
409,43,212,242
410,94,218,493
411,94,243,493
412,244,376,533
413,40,244,376
414,157,284,647
415,99,245,266
416,124,246,365
417,16,365,409
418,41,211,247
419,104,275,408
420,99,252,253
421,99,253,351
422,229,249,625
423,90,514,518
424,244,250,293
425,151,244,250
426,149,251,375
427,100,270,465
428,103,253,351
429,99,245,351
430,103,233,567
431,103,253,567
432,254,285,497
433,8,9,254
434,255,437,535
435,176,255,535
436,131,398,615
437,76,333,440
438,25,26,492
439,26,257,492
440,258,473,598
441,97,494,598
442,160,267,495
443,97,259,494
444,23,24,433
445,24,421,433
446,75,261,405
447,132,261,405
448,262,480,517
449,262,294,480
450,52,263,556
451,177,263,611
452,53,231,264
453,104,231,264
454,92,227,265
455,49,430,593
456,44,122,266
457,157,317,522
458,9,267,496
459,160,267,496
460,98,268,407
461,98,269,407
462,47,269,617
463,121,465,601
464,42,180,332
465,213,270,271
466,70,213,271
467,136,429,432
468,54,272,455
469,65,273,504
470,126,333,334
471,78,390,402
472,78,274,390
473,73,275,559
474,175,276,560
475,32,33,523
476,141,366,416
477,141,277,326
478,130,278,367
479,66,278,367
480,48,305,531
481,48,458,470
482,101,235,280
483,52,235,280
484,155,241,509
485,50,281,507
486,107,293,318
487,280,318,574
488,283,534,636
489,48,531,636
490,284,309,541
491,99,284,541
492,7,427,634
493,7,8,285
494,145,286,459
495,87,286,459
496,287,557,648
497,124,287,557
498,155,288,630
499,281,507,630
500,106,303,502
501,9,254,290
502,9,10,290
503,184,291,503
504,95,535,543
505,123,292,605
506,292,441,605
507,293,318,558
508,282,318,558
509,18,262,294
510,18,19,294
511,102,295,296
512,295,296,626
513,74,215,438
514,296,438,626
515,153,395,458
516,153,297,320
517,271,298,322
518,70,271,298
519,10,299,578
520,10,11,299
521,272,300,455
522,98,272,300
523,59,301,317
524,59,138,301
525,56,302,439
526,137,302,439
527,71,303,619
528,159,305,450
529,201,305,450
530,78,274,431
531,78,306,394
532,173,277,366
533,96,244,533
534,168,308,528
535,26,27,308
536,66,309,475
537,118,309,475
538,116,310,571
539,156,240,311
540,71,117,512
541,166,336,410
542,166,312,529
543,170,313,566
544,84,495,547
545,134,300,455
546,61,429,432
547,111,315,614
548,68,315,614
549,129,316,483
550,77,316,483
551,59,122,522
552,59,317,522
553,52,280,318
554,52,282,318
555,69,193,319
556,69,268,319
557,85,469,631
558,85,320,469
559,165,321,363
560,95,321,550
561,105,298,322
562,178,361,583
563,200,426,466
564,200,323,406
565,278,377,530
566,77,325,530
567,187,570,591
568,82,140,326
569,131,256,327
570,62,366,416
571,113,236,328
572,63,236,328
573,219,329,491
574,91,219,329
575,112,330,635
576,67,330,635
577,185,405,449
578,75,405,449
579,121,332,601
580,270,465,601
581,76,333,591
582,333,443,591
583,126,273,334
584,65,273,334
585,115,335,561
586,158,339,561
587,79,336,553
588,114,337,520
589,337,520,521
590,80,337,521
591,338,342,515
592,114,342,621
593,171,564,565
594,115,340,564
595,340,341,516
596,115,341,620
597,115,340,341
598,29,341,516
599,114,338,342
600,23,342,515
601,21,22,368
602,22,23,343
603,186,404,500
604,39,344,607
605,35,345,422
606,34,35,345
607,110,346,577
608,110,333,443
609,188,364,584
610,30,31,364
611,37,208,348
612,208,348,467
613,134,314,349
614,91,314,349
615,275,350,540
616,73,275,350
617,103,248,351
618,245,248,351
619,63,236,352
620,128,236,352
621,108,350,353
622,209,350,353
623,285,427,612
624,132,427,612
625,124,355,476
626,124,365,476
627,67,488,555
628,152,356,488
629,13,14,370
630,13,370,524
631,86,358,542
632,86,221,358
633,89,359,589
634,89,235,359
635,195,391,602
636,13,14,391
637,98,272,361
638,178,272,361
639,178,362,581
640,54,272,582
641,64,321,363
642,64,292,363
643,31,347,364
644,130,347,364
645,17,365,476
646,16,17,365
647,173,307,366
648,62,307,366
649,172,347,367
650,66,367,475
651,22,368,485
652,126,368,485
653,183,595,596
654,183,369,372
655,119,524,566
656,119,370,524
657,179,472,588
658,81,419,489
659,94,237,372
660,120,237,372
661,142,412,606
662,132,261,373
663,32,374,580
664,32,527,580
665,224,386,424
666,63,375,424
667,133,277,532
668,188,393,483
669,130,377,562
670,162,379,525
671,5,225,629
672,5,378,629
673,125,378,379
674,103,240,513
675,103,233,380
676,92,265,381
677,265,381,464
678,208,382,467
679,55,208,382
680,183,418,596
681,120,383,595
682,120,383,385
683,206,237,481
684,206,384,481
685,60,384,385
686,63,386,545
687,137,386,545
688,139,278,387
689,66,278,387
690,57,420,623
691,220,388,420
692,26,27,456
693,27,28,389
694,128,274,390
695,195,390,392
696,14,360,391
697,127,360,391
698,11,392,468
699,11,12,392
700,28,393,463
701,28,29,393
702,197,399,603
703,153,320,442
704,203,395,458
705,76,256,396
706,131,256,396
707,19,397,398
708,19,20,397
709,194,294,615
710,294,398,615
711,109,400,604
712,36,399,552
713,123,399,400
714,47,401,546
715,47,135,401
716,195,391,402
717,127,391,402
718,232,593,594
719,232,403,640
720,75,261,404
721,142,261,404
722,185,354,405
723,132,354,405
724,90,257,406
725,163,257,406
726,214,407,471
727,104,247,408
728,211,247,408
729,15,409,563
730,182,409,563
731,167,312,410
732,167,410,648
733,141,256,411
734,76,256,411
735,61,373,606
736,61,412,606
737,174,324,505
738,142,324,413
739,80,335,414
740,168,335,414
741,320,415,442
742,97,415,442
743,62,327,416
744,256,327,416
745,177,417,611
746,93,417,611
747,164,260,418
748,88,260,418
749,124,246,419
750,246,419,600
751,145,451,459
752,260,421,433
753,24,25,421
754,225,415,422
755,4,225,422
756,162,379,423
757,125,379,423
758,121,224,424
759,121,375,424
760,33,34,510
761,32,33,425
762,111,226,614
763,147,226,426
764,6,354,634
765,7,285,427
766,399,428,603
767,36,399,428
