Id;X;Y
388;1.802163530980528e+00;6.612584935170198e-01
389;1.230860696169173e+00;1.279300961773338e-01
390;1.351230287805646e+00;7.258385252391889e-01
391;1.195385596420125e+00;4.045041075294034e-01
392;1.169701577875654e+00;4.914515070466808e-01
393;1.716326697052647e+00;5.580542412778924e-02
394;1.313996528219558e+00;8.471488121744886e-01
395;1.675632077150510e+00;7.990734861229901e-01
396;6.154922295426143e-02;6.239401126946708e-01
397;1.393317632439209e+00;5.931494622536999e-01
398;1.419122808151474e+00;6.747600716446644e-01
399;1.779133401875194e+00;1.486164216068233e-01
400;1.669000504497220e+00;1.346141008669640e-01
401;1.498299079097439e+00;5.599480827728986e-01
402;1.935937500000000e+00;9.359375000000000e-01
403;9.081606315427859e-01;9.478418721959488e-01
404;4.666158024849896e-01;7.691515918155014e-01
405;2.318201265217025e-01;7.064974250277525e-01
406;1.565954253579966e-01;6.635489312486841e-01
407;1.598132503680848e-01;7.787147500325552e-01
408;3.146529991605639e-01;8.510876378205265e-01
409;7.812500000000000e-01;9.499677867824922e-01
410;1.461873209418733e-01;5.982804528877814e-02
411;1.590751313984812e+00;8.606549982875193e-01
412;1.234534783978324e+00;2.231547510820900e-01
413;9.483711053176279e-01;9.042227372233954e-01
414;6.109554988524315e-02;2.446551776247686e-01
415;7.854240253982464e-01;5.763328053363425e-01
416;4.705417494919760e-01;8.853316336952531e-01
417;6.948472567465137e-01;4.042308563372457e-01
418;8.802828472348889e-01;4.658893256343853e-01
419;7.519153630866825e-01;1.455404064415147e-01
420;1.527643643453106e+00;6.854627211792634e-01
421;6.788075634946739e-01;7.974194205806069e-01
422;2.155048659603867e-01;2.428201584940968e-01
423;8.131223143423806e-01;2.132171049028394e-01
424;6.015279126162613e-01;2.187368078743274e-01
425;1.393345418523995e+00;2.366830966284567e-01
426;1.813125645695882e+00;2.162630980281308e-01
427;1.665678695978803e+00;6.045804157369161e-01
428;7.240552725577384e-01;9.490195416460370e-01
429;1.136832616585657e+00;3.683681512277217e-01
430;7.008230445061776e-01;3.478568388444072e-01
431;1.586720013560067e+00;3.100594379154178e-01
432;1.613446154193866e+00;1.992247192389533e-01
433;1.204801534004265e+00;8.789209409594008e-01
434;8.638466246958771e-01;3.147095987735538e-01
435;2.048015340042650e-01;8.789209409594009e-01
436;1.271818560092391e+00;9.456270429564566e-01
437;1.836226920940207e+00;3.280154414587674e-01
438;2.449006736431132e-01;9.424182882803838e-01
439;7.668995060585836e-01;2.989416792086452e-01
440;1.766607090393959e+00;2.971871852208964e-01
441;7.552800864046191e-01;7.678006649959446e-01
442;4.217002256860341e-01;6.930245164051368e-01
443;5.983639638906616e-01;8.641134350292360e-01
444;1.956559506814437e-01;5.772812035774260e-01
445;3.527670268164207e-01;1.320469097565204e-01
446;8.974406632534453e-01;6.104753738713000e-01
447;1.754843135056020e+00;7.665720879240925e-01
448;4.535919187979363e-01;4.690107087451527e-01
449;1.381444469833299e+00;9.435838986936902e-01
450;1.720025713524390e+00;9.478146622836254e-01
451;1.857412331226025e+00;8.457126687739748e-01
452;8.824869791666666e-01;8.336588541666666e-01
453;1.877373010207192e+00;9.445354300295988e-01
454;1.046239682514844e+00;5.312500000000000e-01
455;1.712913464213125e+00;5.045161952445451e-01
456;5.374075835658495e-01;6.238360372526102e-01
457;1.817497021525285e+00;4.807439295679076e-01
458;1.824797988787190e+00;4.075482450440979e-01
459;1.726189997242402e+00;4.489086898546006e-01
460;6.817532446064828e-01;6.939001801354731e-01
461;3.830295138888889e-01;9.450968952922078e-01
462;4.140603937012541e-01;5.211333372716105e-02
463;5.535864501303013e-01;3.060591985391672e-01
464;6.560130086346878e-01;2.729726562211558e-01
465;1.890203140221684e+00;5.948314305427268e-01
466;7.043857725999024e-01;5.939808900208040e-01
467;5.105843922695152e-01;8.016828014338627e-01
468;1.048879776132954e+00;5.849911987279250e-01
469;5.365910753708378e-02;7.315110031682004e-01
470;1.811330248037850e+00;5.576216755113030e-01
471;6.169045736722610e-01;4.621186633436136e-01
472;5.338511646455415e-01;3.878758988996130e-01
473;5.231769258947843e-01;4.477682463140762e-01
474;6.503029732376220e-01;7.370722302085519e-01
475;1.666330181322516e+00;2.573753736258456e-01
476;4.005572790159505e-01;4.638340011284909e-01
477;1.191458861864031e+00;7.927866272783862e-01
478;1.050391421451615e+00;3.351578429032306e-01
479;5.885330032193008e-01;6.460416441245651e-01
480;8.034595960585199e-01;4.972538342758211e-01
481;1.483503086617197e+00;9.079865843812961e-01
482;1.396226486596732e+00;1.306065361365629e-01
483;1.374108650933631e+00;4.339782740320502e-01
484;1.335978578330389e+00;5.026761707061567e-01
485;1.299561908362787e+00;4.007411598292890e-01
486;1.713094188367564e+00;2.337892183595070e-01
487;2.480509131605683e-01;2.841539964303424e-01
488;3.057803393427654e-01;5.716749995999767e-01
489;6.257598847669529e-01;4.104163315430518e-01
490;1.178546328014262e+00;1.354166666666667e-01
491;1.354166666666667e-01;1.955605158730158e-01
492;4.166666666666666e-02;1.562500000000000e-01
493;1.156250000000000e+00;4.166666666666666e-02
494;1.218750000000000e+00;4.166666666666666e-02
495;1.714586691840604e+00;5.869275038641771e-01
496;1.697003996143849e+00;8.932460542504101e-01
497;1.732066110696620e+00;3.402117163709332e-01
498;8.102897701818546e-01;3.938784238208349e-01
499;2.405602260181730e-01;8.398977066058374e-01
500;6.388776346682583e-01;5.096331838431154e-01
501;4.132675138228007e-02;3.437500000000000e-01
502;1.772331913705485e+00;9.524719595840510e-01
503;7.021551360070266e-01;8.921457280225779e-01
504;7.793261083587590e-01;8.520550464854471e-01
505;1.583448116998899e+00;7.264987934414016e-01
506;1.516477918510842e+00;3.373503404234657e-01
507;1.710127818030220e+00;1.680826670395891e-01
508;5.732682630309768e-01;1.332421101096399e-01
509;5.312500000000000e-01;4.043295170417158e-02
510;5.937500000000000e-01;4.043295170417158e-02
511;2.610216649417153e-01;3.839582353119745e-01
512;1.313623461936351e+00;3.033249427390148e-01
513;1.435217856005219e+00;4.280689510822744e-01
514;4.040584599473195e-01;3.179589136784675e-01
515;1.234576886245960e+00;5.226416420333797e-01
516;4.154516512242493e-01;5.649635816947967e-01
